,player_name,pro_id,cbb_id,made_asg
935,Georges Niang,niangge01,georges-niang-1,0.0
936,Ben Bentil,bentibe01,ben-bentil-1,0.0
937,Joel Bolomboy,bolomjo01,joel-bolomboy-1,0.0
938,Petr Cornelie,cornepe01,,0.0
939,Kay Felder,feldeka01,kahlil-felder-1,0.0
940,Marcus Paige,paigema01,marcus-paige-1,0.0
941,Daniel Hamilton,hamilda02,daniel-hamilton-1,0.0
942,Wang Zhelin,sheliwa01,,0.0
943,Abdel Nader,naderab01,abdel-nader-1,0.0
944,Isaiah Cousins,cousiis01,isaiah-cousins-1,0.0
945,Tyrone Wallace,wallaty01,tyrone-wallace-1,0.0
946,Markelle Fultz,fultzma01,markelle-fultz-1,0.0
947,Lonzo Ball,balllo01,lonzo-ball-1,0.0
948,Jayson Tatum,tatumja01,jayson-tatum-1,1.0
949,Josh Jackson,jacksjo02,josh-jackson-2,0.0
950,De'Aaron Fox,foxde01,deaaron-fox-1,0.0
951,Jonathan Isaac,isaacjo01,jonathan-isaac-1,0.0
952,Lauri Markkanen,markkla01,lauri-markkanen-1,0.0
953,Frank Ntilikina,ntilila01,,0.0
954,Dennis Smith,smithde03,dennis-smithjr-1,0.0
955,Zach Collins,colliza01,zach-collins-1,0.0
956,Malik Monk,monkma01,malik-monk-1,0.0
957,Luke Kennard,kennalu01,luke-kennard-1,0.0
958,Donovan Mitchell,mitchdo01,donovan-mitchell-1,1.0
959,Bam Adebayo,adebaba01,edrice-adebayo-1,1.0
960,Justin Jackson,jacksju01,justin-jackson-4,0.0
961,Justin Patton,pattoju01,justin-patton-1,0.0
962,D.J. Wilson,wilsodj01,dj-wilson-1,0.0
963,T.J. Leaf,leaftj01,tj-leaf-1,0.0
964,John Collins,collijo01,john-collins-1,0.0
965,Harry Giles,gilesha01,harry-giles-1,0.0
966,Terrance Ferguson,fergute01,,0.0
967,Jarrett Allen,allenja01,jarrett-allen-1,0.0
968,OG Anunoby,anunoog01,og-anunoby-1,0.0
969,Tyler Lydon,lydonty01,tyler-lydon-1,0.0
970,Anžejs Pasečņiks,pasecan01,,0.0
971,Caleb Swanigan,swanica01,caleb-swanigan-1,0.0
972,Kyle Kuzma,kuzmaky01,kyle-kuzma-1,0.0
973,Tony Bradley,bradlto01,tony-bradley-1,0.0
974,Derrick White,whitede01,derrick-white-1,0.0
975,Josh Hart,hartjo01,josh-hart-1,0.0
976,Frank Jackson,jacksfr01,frank-jackson-2,0.0
977,Davon Reed,reedda01,davon-reed-1,0.0
978,Wesley Iwundu,iwundwe01,wesley-iwundu-1,0.0
979,Frank Mason,masonfr01,frank-mason-1,0.0
980,Ivan Rabb,rabbiv01,ivan-rabb-1,0.0
981,Jonah Bolden,boldejo01,jonah-bolden-1,0.0
982,Semi Ojeleye,ojelese01,semi-ojeleye-1,0.0
983,Jordan Bell,belljo01,jordan-bell-1,0.0
984,Jawun Evans,evansja01,jawun-evans-1,0.0
985,Dwayne Bacon,bacondw01,dwayne-bacon-1,0.0
986,Tyler Dorsey,dorsety01,tyler-dorsey-1,0.0
987,Thomas Bryant,bryanth01,thomas-bryant-1,0.0
988,Isaiah Hartenstein,harteis01,,0.0
989,Damyean Dotson,dotsoda01,damyean-dotson-1,0.0
990,Dillon Brooks,brookdi01,dillon-brooks-1,0.0
991,Sterling Brown,brownst02,sterling-brown-2,0.0
992,Ike Anigbogu,anigbik01,ike-anigbogu-1,0.0
993,Sindarius Thornwell,thornsi01,sindarius-thornwell-1,0.0
994,Vlatko Čančar,cancavl01,,0.0
995,Mathias Lessort,lessoma01,,0.0
996,Monte Morris,morrimo01,monte-morris-1,0.0
997,Edmond Sumner,sumneed01,edmond-sumner-1,0.0
998,Kadeem Allen,allenka01,kadeem-allen-1,0.0
999,Alec Peters,peteral01,alec-peters-1,0.0
1000,Nigel Williams-Goss,willini01,nigel-williams-goss-1,0.0
1001,Jabari Bird,birdja01,jabari-bird-1,0.0
1002,Aleksandar Vezenkov,vezenal01,,0.0
1003,Ognjen Jaramaz,jaramog01,,0.0
1004,Jaron Blossomgame,blossja01,jaron-blossomgame-1,0.0
1005,Alpha Kaba,kabaal01,,0.0
1006,Deandre Ayton,aytonde01,deandre-ayton-1,0.0
1007,Marvin Bagley,baglema01,marvin-bagleyiii-1,0.0
1008,Luka Dončić,doncilu01,,1.0
1009,Jaren Jackson,jacksja02,jaren-jacksonjr-1,0.0
1010,Trae Young,youngtr01,trae-young-1,1.0
1011,Mohamed Bamba,bambamo01,mohamed-bamba-1,0.0
1012,Wendell Carter,cartewe01,wendell-carterjr-1,0.0
1013,Collin Sexton,sextoco01,collin-sexton-1,0.0
1014,Kevin Knox,knoxke01,kevin-knox-1,0.0
1015,Mikal Bridges,bridgmi01,mikal-bridges-1,0.0
1016,Shai Gilgeous-Alexander,gilgesh01,shai-gilgeous-alexander-1,0.0
1017,Miles Bridges,bridgmi02,miles-bridges-1,0.0
1018,Jerome Robinson,robinje01,jerome-robinson-2,0.0
1019,Michael Porter,portemi01,michael-porterjr-1,0.0
1020,Troy Brown,browntr01,troy-brown-5,0.0
1021,Zhaire Smith,smithzh01,zhaire-smith-1,0.0
1022,Donte DiVincenzo,divindo01,donte-divincenzo-1,0.0
1023,Lonnie Walker,walkelo01,lonnie-walker-2,0.0
1024,Kevin Huerter,huertke01,kevin-huerter-1,0.0
1025,Josh Okogie,okogijo01,josh-okogie-1,0.0
1026,Grayson Allen,allengr01,grayson-allen-1,0.0
1027,Chandler Hutchison,hutchch01,chandler-hutchison-1,0.0
1028,Aaron Holiday,holidaa01,aaron-holiday-1,0.0
1029,Anfernee Simons,simonan01,,0.0
1030,Moritz Wagner,wagnemo01,moritz-wagner-1,0.0
1031,Landry Shamet,shamela01,landry-shamet-1,0.0
1032,Robert Williams,williro04,robert-williams-3,0.0
1033,Jacob Evans,evansja02,jacob-evans-1,0.0
1034,Džanan Musa,musadz01,,0.0
1035,Omari Spellman,spellom01,omari-spellman-1,0.0
1036,Élie Okobo,okoboel01,,0.0
1037,Jevon Carter,carteje01,jevon-carter-1,0.0
1038,Jalen Brunson,brunsja01,jalen-brunson-1,0.0
1039,Devonte' Graham,grahade01,devonte-graham-1,0.0
1040,Melvin Frazier,frazime01,melvin-frazier-1,0.0
1041,Mitchell Robinson,robinmi01,,0.0
1042,Gary Trent,trentga02,gary-trentjr-1,0.0
1043,Khyri Thomas,thomakh01,khyri-thomas-1,0.0
1044,Isaac Bonga,bongais01,,0.0
1045,Rodions Kurucs,kurucro01,,0.0
1046,Jarred Vanderbilt,vandeja01,jarred-vanderbilt-1,0.0
1047,Bruce Brown,brownbr01,bruce-brown-2,0.0
1048,Justin Jackson,jacksju02,justin-jackson-5,0.0
1049,Issuf Sanon,sanonis01,,0.0
1050,Hamidou Diallo,diallha01,hamidou-diallo-1,0.0
1051,De'Anthony Melton,meltode01,deanthony-melton-1,0.0
1052,Sviatoslav Mykhailiuk,mykhasv01,sviatoslav-mykhailiuk-1,0.0
1053,Keita Bates-Diop,bateske01,keita-bates-diop-1,0.0
1054,Chimezie Metu,metuch01,chimezie-metu-1,0.0
1055,Alize Johnson,johnsal02,alize-johnson-1,0.0
1056,Tony Carr,carrto01,tony-carr-1,0.0
1057,Vince Edwards,edwarvi01,vince-edwards-2,0.0
1058,Devon Hall,hallde01,devon-hall-1,0.0
1059,Shake Milton,miltosh01,malik-milton-1,0.0
1060,Arnoldas Kulboka,kulboar01,,0.0
1061,Ray Spalding,spaldra01,raymond-spalding-1,0.0
1062,Kevin Hervey,herveke01,kevin-hervey-1,0.0
1063,Thomas Welsh,welshth01,thomas-welsh-1,0.0
1064,George King,kingge03,george-king-1,0.0
1065,Kostas Antetokounmpo,antetko01,kostas-antetokounmpo-1,0.0
1066,Zion Williamson,willizi01,zion-williamson-1,0.0
1067,Ja Morant,moranja01,temetrius-morant-1,0.0
1068,RJ Barrett,barrerj01,rj-barrett-1,0.0
1069,De'Andre Hunter,huntede01,deandre-hunter-1,0.0
1070,Darius Garland,garlada01,darius-garland-1,0.0
1071,Jarrett Culver,culveja01,jarrett-culver-1,0.0
1072,Coby White,whiteco01,coby-white-1,0.0
1073,Jaxson Hayes,hayesja02,jaxson-hayes-1,0.0
1074,Rui Hachimura,hachiru01,rui-hachimura-1,0.0
1075,Cam Reddish,reddica01,cam-reddish-1,0.0
1076,Cameron Johnson,johnsca02,cameron-johnson-4,0.0
1077,PJ Washington,washipj01,pj-washington-1,0.0
1078,Tyler Herro,herroty01,tyler-herro-1,0.0
1079,Romeo Langford,langfro01,romeo-langford-1,0.0
1080,Sekou Doumbouya,doumbse01,,0.0
1081,Chuma Okeke,okekech01,chuma-okeke-1,0.0
1082,Nickeil Alexander-Walker,alexani01,nickeil-alexander-walker-1,0.0
1083,Goga Bitadze,bitadgo01,,0.0
1084,Luka Šamanić,samanlu01,,0.0
1085,Matisse Thybulle,thybuma01,matisse-thybulle-1,0.0
1086,Brandon Clarke,clarkbr01,brandon-clarke-1,0.0
1087,Grant Williams,willigr01,grant-williams-1,0.0
1088,Darius Bazley,bazleda01,,0.0
1089,Ty Jerome,jeromty01,ty-jerome-1,0.0
1090,Nassir Little,littlna01,nassir-little-1,0.0
1091,Dylan Windler,windldy01,dylan-windler-1,0.0
1092,Mfiondu Kabengele,kabenmf01,mfiondu-kabengele-1,0.0
1093,Jordan Poole,poolejo01,jordan-poole-1,0.0
1094,Keldon Johnson,johnske04,keldon-johnson-1,0.0
1095,Kevin Porter,porteke02,kevin-porterjr-1,0.0
1096,Nicolas Claxton,claxtni01,nicolas-claxton-1,0.0
1097,KZ Okpala,okpalkz01,kezie-okpala-1,0.0
1098,Carsen Edwards,edwarca01,carsen-edwards-1,0.0
1099,Bruno Fernando,fernabr01,bruno-fernando-1,0.0
1100,Marcos Louzada Silva,louzama01,,0.0
1101,Cody Martin,martico01,cody-martin-1,0.0
1102,Deividas Sirvydis,sirvyde01,,0.0
1103,Daniel Gafford,gaffoda01,daniel-gafford-1,0.0
1104,Alen Smailagić,smailal01,,0.0
1105,Justin James,jamesju01,justin-james-2,0.0
1106,Eric Paschall,pascher01,eric-paschall-1,0.0
1107,Admiral Schofield,schofad01,admiral-schofield-1,0.0
1108,Jaylen Nowell,nowelja01,jaylen-nowell-1,0.0
1109,Bol Bol,bolbo01,bol-bol-1,0.0
1110,Isaiah Roby,robyis01,isaiah-roby-1,0.0
1111,Talen Horton-Tucker,hortota01,talen-horton-tucker-1,0.0
1112,Ignas Brazdeikis,brazdig01,ignas-brazdeikis-1,0.0
1113,Terance Mann,mannte01,terance-mann-1,0.0
1114,Quinndary Weatherspoon,weathqu01,quinndary-weatherspoon-1,0.0
1115,Jarrell Brantley,brantja01,jarrell-brantley-1,0.0
1116,Tremont Waters,watertr01,tremont-waters-1,0.0
1117,Jalen McDaniels,mcdanja01,jalen-mcdaniels-1,0.0
1118,Justin Wright-Foreman,wrighju02,justin-wright-foreman-1,0.0
1119,Marial Shayok,shayoma01,marial-shayok-1,0.0
1120,Kyle Guy,guyky01,kyle-guy-1,0.0
1121,Jaylen Hands,handsja01,jaylen-hands-1,0.0
1122,Jordan Bone,bonejo01,jordan-bone-1,0.0
1123,Miye Oni,onimi01,miye-oni-1,0.0
1124,Dewan Hernandez,hernade01,dewan-huell-1,0.0
1125,Vanja Marinković,marinva01,,0.0
