year,player,affiliation,overall_pick,position,lane_agility,shuttle_run,sprint,standing_leap,max_leap,bench_press,body_fat,hand_length,hand_width,height_no_shoes,height_shoes,reach,weight,wingspan,assists,blocks,box_plus_minus,conference,defensive_rebounds,field_goal_attempts,field_goals,free_throw_attempt,free_throws,minutes_played,offensive_rebounds,personal_fouls,points,steals,three_point_attempts,three_pointers,total_rebounds,turnovers,two_point_attempts,two_pointers,player_id,classification
2014,Jordan McRae,Tennessee,58,G,11.07,3.15,3.39,27.5,34.5,8.78,5.2,8.75,8.5,75.75,77.25,104.0,179.4,84.5,91,38,8.4,sec,102.0,512,223,212,167,1190.0,26.0,78.0,692,25,225,79,128,77.0,287,144,jordan-mcrae-1,Exclude
2015,Jordan Mickey,Louisiana State,33,F,11.72,3.13,3.28,33.0,37.5,9.0,7.2,8.75,9.5,79.0,80.25,106.0,238.0,87.25,40,112,5.5,sec,209.0,379,191,147,95,1081.0,99.0,81.0,478,29,9,1,308,101.0,370,190,jordan-mickey-1,Exclude
2011,Jordan Williams,Maryland,36,F,12.74,3.1,3.45,25.0,30.5,10.0,12.1,9.25,10.0,79.75,81.0,106.5,247.2,84.25,21,45,5.1,acc,267.0,396,213,228,131,1073.0,121.0,80.0,557,23,0,0,388,53.0,396,213,jordan-williams-1,Exclude
2001,Joseph Forte,North Carolina,21,G,11.51,3.04,3.19,26.5,33.0,10.0,6.39,8.46,9.1,75.5,76.12,100.5,193.0,78.5,116,12,,acc,160.0,558,251,156,133,1145.0,41.0,60.0,690,67,146,55,201,84.0,412,196,joseph-forte-1,Exclude
2006,Josh Boone,Connecticut,23,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,22,69,,big-east,132.0,243,137,139,76,922.0,106.0,72.0,350,13,0,0,238,42.0,243,137,josh-boone-1,Role Player
2004,Josh Childress,Stanford,6,G,11.95,3.04,3.38,29.0,36.0,11.0,9.3,8.46,9.1,77.75,79.25,105.0,196.0,83.0,61,37,,pac-10,129.0,254,124,95,78,685.0,44.0,54.0,360,20,86,34,173,51.0,168,90,josh-childress-1,Starter
2011,Josh Harrellson,Kentucky,45,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,30,57,11.4,sec,189.0,208,127,56,33,1083.0,140.0,91.0,289,35,10,2,329,28.0,198,125,josh-harrellson-1,Exclude
2017,Josh Hart,Villanova,30,G,11.15,3.02,3.18,27.5,35.5,9.0,5.8,8.5,9.5,75.75,77.0,101.0,209.2,80.25,106,10,12.1,big-east,179.0,463,236,170,127,1193.0,51.0,81.0,673,56,183,74,230,71.0,280,162,josh-hart-1,Exclude
2003,Josh Howard,Wake Forest,29,F,10.89,3.1,3.09,33.0,36.5,4.0,6.0,8.95,9.59,77.25,80.81,105.5,202.0,86.0,59,48,,acc,155.0,428,204,174,145,1002.0,102.0,89.0,606,64,142,53,257,82.0,286,151,josh-howard-1,Starter
2014,Josh Huestis,Stanford,29,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,43,69,6.1,pac-12,204.0,346,156,102,64,1266.0,91.0,76.0,402,21,77,26,295,43.0,269,130,josh-huestis-1,Exclude
2017,Josh Jackson,Kansas,4,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,104,37,10.7,big-12,177.0,429,220,173,98,1077.0,81.0,104.0,572,59,90,34,258,97.0,339,186,josh-jackson-2,Exclude
2007,Josh McRoberts,Duke,37,F,11.7,3.1,3.47,27.5,31.5,12.0,13.7,8.95,9.59,80.0,82.0,106.5,240.0,85.0,114,82,,acc,191.0,327,164,146,97,1164.0,69.0,83.0,430,39,23,5,260,80.0,304,159,josh-mcroberts-1,Starter
2018,Josh Okogie,Georgia Tech,20,G,11.08,3.03,3.04,33.0,42.0,12.0,5.2,9.0,9.75,75.0,76.5,102.0,210.8,84.0,59,23,6.8,acc,96.0,320,133,162,133,873.0,54.0,70.0,437,42,100,38,150,61.0,220,95,josh-okogie-1,Exclude
2015,Josh Richardson,Tennessee,40,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,115,16,7.8,sec,115.0,399,184,124,99,1162.0,28.0,79.0,513,67,128,46,143,85.0,271,138,josh-richardson-2,Starter
2011,Josh Selby,Kansas,49,G,11.13,3.04,3.2,29.5,42.0,5.0,7.9,8.5,9.0,73.75,75.0,98.0,194.6,77.25,56,1,2.8,big-12,48.0,193,72,37,28,530.0,10.0,44.0,206,21,94,34,58,53.0,99,38,josh-selby-1,Exclude
2009,Jrue Holiday,California-Los Angeles,17,G,10.64,3.04,3.21,28.5,34.0,6.0,6.3,8.46,9.1,75.25,76.25,100.5,199.0,79.0,129,18,,pac-10,88.0,249,112,62,45,950.0,44.0,75.0,296,55,88,27,132,75.0,161,85,jrue-holiday-1,Starter
2002,Juan Dixon,Maryland,17,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,104,7,,acc,117.0,535,251,157,141,1209.0,49.0,72.0,735,92,232,92,166,89.0,303,159,juan-dixon-1,Role Player
2007,Julian Wright,Kansas,13,F,11.48,3.1,3.36,28.5,33.5,2.0,6.1,8.95,9.59,78.5,80.5,108.0,211.0,86.25,82,49,,big-12,202.0,346,190,119,73,1048.0,96.0,94.0,456,55,13,3,298,91.0,333,187,julian-wright-1,Role Player
2005,Julius Hodge,North Carolina State,20,G,10.89,3.04,3.18,24.5,29.0,14.0,6.39,8.46,9.1,78.0,79.0,107.5,202.2,84.5,162,24,,acc,140.0,400,197,253,169,1177.0,85.0,75.0,577,48,55,14,225,89.0,345,183,julius-hodge-1,Exclude
2014,Julius Randle,Kentucky,7,F,11.45,3.14,3.27,29.0,35.5,11.36,9.4,8.75,8.25,79.75,81.0,105.5,249.7,84.0,57,31,7.1,sec,277.0,391,196,289,204,1233.0,139.0,91.0,599,20,18,3,416,101.0,373,193,julius-randle-1,Role Player
2015,Justin Anderson,Virginia,21,F,11.13,2.88,3.22,38.0,43.0,12.0,5.0,8.5,9.5,77.25,78.25,101.0,230.6,83.75,45,14,12.2,acc,88.0,221,103,82,64,724.0,17.0,30.0,317,17,104,47,105,31.0,117,56,justin-anderson-1,Role Player
2012,Justin Hamilton,Louisiana State,45,G,11.18,3.04,3.18,30.0,37.5,17.0,8.0,8.46,9.1,75.0,76.12,103.0,217.0,83.0,30,43,6.5,sec,129.0,320,158,137,107,990.0,109.0,83.0,426,25,12,3,238,57.0,308,155,justin-hamilton-2,Exclude
2011,Justin Harper,Richmond,32,F,11.92,3.1,3.3,28.5,33.0,19.0,4.0,9.0,9.25,80.0,80.75,106.0,228.0,83.75,43,46,8.9,atlantic-10,194.0,459,245,118,94,1178.0,62.0,82.0,661,23,172,77,256,56.0,287,168,justin-harper-1,Exclude
2018,Justin Jackson,Maryland,43,F,11.46,3.1,3.3,29.41,34.23,11.36,8.9,9.0,9.5,78.0,78.75,105.0,229.4,87.0,113,9,9.4,acc,128.0,596,264,131,98,1281.0,58.0,55.0,731,31,284,105,186,69.0,312,159,justin-jackson-4,Exclude
2017,Justin Jackson,North Carolina,15,F,11.46,3.1,3.3,29.41,34.23,11.36,8.9,9.0,9.5,78.0,78.75,105.0,229.4,87.0,113,9,9.4,acc,128.0,596,264,131,98,1281.0,58.0,55.0,731,31,284,105,186,69.0,312,159,justin-jackson-4,Exclude
2017,Justin Patton,Creighton,16,C,11.8,3.31,3.46,26.0,30.5,10.79,7.8,8.75,9.75,82.0,83.25,111.5,229.0,87.0,41,50,10.6,big-east,159.0,296,200,87,45,885.0,59.0,96.0,453,30,15,8,218,60.0,281,192,justin-patton-1,Exclude
2004,Justin Reed,Mississippi,40,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,41,23,,sec,132.0,416,193,160,117,939.0,77.0,86.0,517,19,59,14,209,83.0,357,179,justin-reed-1,Exclude
2015,Justise Winslow,Duke,10,F,11.46,3.1,3.3,29.41,34.23,11.36,5.3,8.5,9.25,76.5,78.5,104.5,221.8,82.25,82,34,10.4,acc,203.0,356,173,156,100,1135.0,49.0,108.0,492,52,110,46,252,71.0,246,127,justise-winslow-1,Role Player
2017,Kadeem Allen,Arizona,53,G,11.24,2.98,3.15,33.0,35.5,7.0,6.4,8.5,8.75,73.0,74.25,99.5,192.4,81.25,101,21,9.1,pac-12,125.0,236,107,116,86,1020.0,12.0,83.0,332,53,75,32,137,65.0,161,75,kadeem-allen-1,Exclude
2000,Kaniel Dickens,Idaho,50,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,27,25,,big-west,,243,118,160,102,796.0,,96.0,351,26,34,13,192,65.0,209,105,kaniel-dickens-1,Exclude
2002,Kareem Rush,Missouri,20,G,11.86,3.04,3.22,26.0,30.0,15.0,6.39,8.46,9.1,76.75,76.12,103.5,199.0,81.75,89,22,,big-12,140.0,585,249,134,103,1149.0,48.0,76.0,712,39,274,111,188,103.0,311,138,kareem-rush-1,Role Player
2015,Karl-Anthony Towns,Kentucky,1,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,44,88,17.3,sec,169.0,256,145,134,109,822.0,92.0,115.0,401,18,8,2,261,53.0,248,143,karl-anthony-towns-1,All-Star
2011,Kawhi Leonard,San Diego State,15,F,11.45,3.1,3.15,25.5,32.0,3.0,5.4,9.75,11.25,78.0,79.0,106.0,227.4,87.0,91,21,9.1,mwc,269.0,475,211,145,110,1172.0,111.0,89.0,557,51,86,25,380,76.0,389,186,kawhi-leonard-1,All-Star
2016,Kay Felder,Oakland,54,G,11.52,2.9,3.15,35.5,44.0,8.78,5.8,8.25,8.5,68.25,69.5,88.5,177.2,74.5,324,7,8.7,horizon,123.0,612,269,282,239,1286.0,26.0,104.0,853,69,214,76,149,120.0,398,193,kahlil-felder-1,Exclude
2018,Keita Bates-Diop,Ohio State,48,G,11.2,3.28,3.17,30.5,35.0,11.0,5.35,9.0,8.5,79.25,80.5,106.5,223.8,87.25,56,56,9.4,big-ten,244.0,515,247,141,112,1125.0,52.0,57.0,672,31,184,66,296,62.0,331,181,keita-bates-diop-1,Exclude
2011,Keith Benson,Oakland,48,C,11.88,3.1,3.35,31.5,36.0,12.0,6.1,9.5,11.0,82.0,83.0,109.5,217.0,87.75,38,125,5.2,summit,261.0,422,231,244,157,1133.0,93.0,108.0,628,28,23,9,354,66.0,399,222,keith-benson-1,Exclude
2003,Keith Bogans,Kentucky,43,G,11.43,3.04,3.25,29.5,35.0,10.0,8.0,8.46,9.1,76.25,76.12,101.0,213.0,81.25,98,4,,sec,97.0,425,194,130,96,1068.0,41.0,60.0,564,42,209,80,138,78.0,216,114,keith-bogans-1,Role Player
2013,Kelly Olynyk,Gonzaga,13,F,11.42,2.99,3.59,24.5,29.5,5.0,6.65,8.5,10.0,82.75,84.0,108.0,234.0,81.75,55,36,13.4,wcc,158.0,342,215,170,132,845.0,77.0,72.0,571,22,30,9,235,77.0,312,206,kelly-olynyk-1,Starter
2015,Kelly Oubre Jr.,Kansas,15,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,28,13,8.6,big-12,138.0,248,110,110,79,756.0,41.0,71.0,333,41,95,34,179,43.0,153,76,kelly-oubre-1,Role Player
2011,Kemba Walker,Connecticut,9,G,10.87,3.04,3.16,32.0,39.5,7.0,5.9,8.0,9.0,71.5,73.0,91.5,184.0,75.5,184,7,12.9,big-east,170.0,739,316,315,258,1543.0,53.0,56.0,965,77,227,75,223,93.0,512,241,kemba-walker-1,Starter
2001,Ken Johnson,Ohio State,48,C,11.27,3.1,3.12,32.5,35.0,13.0,9.9,9.12,9.86,82.75,83.73,109.5,227.0,88.0,25,125,,big-ten,163.0,251,145,135,96,916.0,63.0,81.0,386,12,0,0,226,73.0,251,145,ken-johnson-2,Exclude
2012,Kendall Marshall,North Carolina,13,G,12.03,3.04,3.23,31.0,37.0,8.78,7.8,8.5,9.0,75.25,76.25,96.0,198.4,77.5,351,6,4.2,acc,88.0,225,105,79,55,1189.0,6.0,56.0,293,43,79,28,94,101.0,146,77,kendall-marshall-1,Exclude
2011,Kenneth Faried,Morehead State,22,F,11.35,3.1,3.26,30.5,35.0,16.0,6.3,8.5,10.25,78.0,79.5,108.0,224.6,84.0,37,82,9.9,ovc,308.0,374,233,241,139,1216.0,200.0,108.0,605,67,0,0,508,92.0,374,233,kenneth-faried-1,Starter
2001,Kenny Satterfield,Cincinnati,53,G,12.05,3.04,3.2,28.5,33.0,3.0,6.7,8.46,9.1,73.0,76.12,98.0,176.0,76.5,177,6,,cusa,123.0,421,163,165,130,1203.0,42.0,89.0,504,60,144,48,165,111.0,277,115,kenny-satterfield-1,Exclude
2013,Kentavious Caldwell-Pope,Georgia,8,G,10.6,3.2,3.12,29.0,34.5,7.0,6.45,8.5,9.0,76.5,77.5,100.5,203.6,80.0,58,17,12.1,sec,189.0,430,186,169,135,1086.0,37.0,70.0,591,65,225,84,226,64.0,205,102,kentavious-caldwell-pope-1,Starter
2000,Kenyon Martin,Cincinnati,1,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,42,107,,cusa,,389,221,206,141,909.0,,71.0,585,43,7,2,300,56.0,382,219,kenyon-martin-1,Starter
2007,Kevin Durant,Texas,2,F,12.33,3.1,3.45,26.0,33.5,0.0,6.6,8.95,9.59,81.0,82.25,110.0,215.0,88.75,46,67,,big-12,284.0,647,306,256,209,1255.0,106.0,71.0,903,66,203,82,390,99.0,444,224,kevin-durant-1,All-Star
2018,Kevin Huerter,Maryland,19,G,10.89,2.97,3.09,31.0,38.0,9.0,8.6,8.25,8.5,78.25,79.25,101.5,194.0,79.5,108,21,8.7,big-ten,130.0,322,162,99,75,1101.0,31.0,76.0,472,20,175,73,161,80.0,147,89,kevin-huerter-1,Exclude
2008,Kevin Love,California-Los Angeles,5,F,11.17,3.1,3.22,29.5,35.0,18.0,12.9,8.95,9.59,79.75,81.5,106.0,255.0,83.25,75,56,,pac-10,273.0,406,227,258,198,1156.0,142.0,73.0,681,27,82,29,415,78.0,324,198,kevin-love-1,All-Star
2004,Kevin Martin,Western Carolina,26,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,47,8,,southern,105.0,439,208,252,206,843.0,25.0,52.0,673,50,152,51,130,84.0,287,157,kevin-martin-1,Starter
2012,Kevin Murphy,Tennessee Tech,47,G,10.97,3.04,3.42,31.0,36.5,11.0,5.8,8.5,8.5,77.0,78.25,99.0,194.0,78.75,76,7,-1.2,ovc,143.0,538,239,172,124,1139.0,30.0,71.0,681,28,190,79,173,108.0,348,160,kevin-murphy-1,Exclude
2015,Kevon Looney,California-Los Angeles,30,F,11.46,3.1,3.3,29.41,34.23,11.36,11.9,9.5,9.25,80.0,81.25,110.0,222.4,87.5,51,32,8.2,pac-12,209.0,321,151,147,92,1113.0,122.0,104.0,416,46,53,22,331,45.0,268,129,kevon-looney-1,Starter
2000,Keyon Dooling,Missouri,10,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,113,17,,big-12,,373,145,167,124,983.0,,56.0,473,44,170,59,84,79.0,203,86,keyon-dooling-1,Bust
2000,Khalid El-Amin,Connecticut,34,G,10.59,3.04,3.32,27.5,32.0,6.0,6.39,8.46,9.1,69.0,76.12,93.0,200.0,73.5,183,4,,big-east,,475,195,120,107,1118.0,,73.0,560,59,177,63,110,93.0,298,132,khalid-el-amin-1,Exclude
2012,Khris Middleton,Texas A&M,39,F,11.45,3.1,3.47,28.0,31.0,4.0,7.8,9.0,9.0,78.75,80.25,103.0,216.2,82.75,45,5,4.5,big-12,73.0,246,102,52,39,575.0,26.0,37.0,263,19,77,20,99,43.0,169,82,khris-middleton-1,Starter
2018,Khyri Thomas,Creighton,38,G,10.96,3.18,3.18,30.0,35.0,14.0,6.4,8.75,9.25,74.5,75.75,101.0,198.8,82.5,92,8,9.6,big-east,109.0,342,184,85,67,1046.0,35.0,62.0,497,56,151,62,144,59.0,191,122,khyri-thomas-1,Exclude
2012,Kim English,Missouri,44,G,10.59,3.04,3.33,29.0,36.5,8.78,4.3,8.5,8.75,76.5,77.75,98.0,192.0,78.5,56,10,8.2,big-12,118.0,328,171,120,87,1175.0,30.0,83.0,507,45,170,78,148,59.0,158,93,kim-english-1,Exclude
2001,Kirk Haston,Indiana,16,F,12.25,3.1,3.35,27.0,31.5,11.0,10.5,8.95,9.59,80.0,80.81,106.0,242.0,84.25,41,40,,big-ten,208.0,552,243,166,114,1018.0,80.0,93.0,626,36,69,26,288,79.0,483,217,kirk-haston-1,Exclude
2003,Kirk Hinrich,Kansas,7,G,10.98,3.04,3.1,29.0,33.5,10.0,5.3,8.46,9.1,74.75,76.12,98.5,186.0,78.0,130,16,,big-12,101.0,488,232,125,88,1241.0,38.0,78.0,641,69,219,89,139,83.0,269,143,kirk-hinrich-1,Starter
2004,Kirk Snyder,Nevada-Reno,16,G,10.79,3.04,3.13,30.0,35.0,19.0,9.3,8.46,9.1,78.0,78.75,104.0,228.0,81.0,117,22,,wac,130.0,485,209,227,166,1079.0,65.0,72.0,638,35,155,54,195,119.0,330,155,kirk-snyder-1,Exclude
2011,Klay Thompson,Washington State,11,G,10.99,3.04,3.24,26.5,31.5,5.0,8.0,8.75,9.25,77.75,79.25,103.5,205.6,81.0,127,32,10.1,pac-10,153.0,551,240,185,155,1179.0,25.0,99.0,733,56,246,98,178,115.0,305,142,klay-thompson-1,Starter
2008,Kosta Koufos,Ohio State,23,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,19,67,,big-ten,149.0,437,222,100,68,1003.0,98.0,81.0,534,16,63,22,247,55.0,374,200,kosta-koufos-1,Exclude
2018,Kostas Antetokounmpo,Dayton,60,F,12.48,3.48,3.21,29.5,35.0,0.0,5.0,9.25,9.5,81.0,82.5,110.0,194.8,86.25,13,31,-1.0,atlantic-10,59.0,101,58,64,33,438.0,24.0,66.0,151,7,15,2,83,39.0,86,56,kostas-antetokounmpo-1,Exclude
2016,Kris Dunn,Providence,5,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,75.0,76.25,100.0,0.0,81.5,206,20,11.3,big-east,140.0,411,184,190,132,1088.0,36.0,93.0,542,82,113,42,176,116.0,298,142,kris-dunn-1,Role Player
2004,Kris Humphries,Minnesota,14,F,11.33,3.1,3.2,29.5,36.0,22.0,6.7,8.95,9.59,80.25,81.5,106.5,238.0,84.5,20,33,,big-ten,203.0,498,221,229,170,990.0,91.0,65.0,629,27,50,17,294,82.0,448,204,kris-humphries-1,Bust
2012,Kris Joseph,Syracuse,51,G,11.11,3.04,3.46,28.5,35.0,6.0,8.6,9.0,9.0,78.0,79.0,104.0,215.0,83.0,56,23,6.8,big-east,118.0,390,164,157,117,1192.0,56.0,62.0,496,50,148,51,174,55.0,242,113,kris-joseph-1,Exclude
2014,Kyle Anderson,California-Los Angeles,30,F,11.46,3.1,3.3,29.41,34.23,11.36,13.35,8.25,8.75,79.5,80.5,107.5,230.1,86.75,233,27,10.8,pac-12,270.0,377,181,186,137,1196.0,45.0,60.0,527,64,58,28,315,110.0,319,153,kyle-anderson-3,Starter
2003,Kyle Korver,Creighton,51,F,11.42,3.1,3.47,25.5,31.5,13.0,6.7,8.95,9.59,78.25,80.81,102.5,211.0,81.5,104,23,,mvc,171.0,391,183,120,109,1082.0,46.0,89.0,604,50,269,129,217,68.0,122,54,kyle-korver-1,Starter
2017,Kyle Kuzma,Utah,27,F,10.72,2.98,3.25,27.0,34.0,12.0,9.4,8.5,9.5,80.0,81.5,107.5,222.6,84.25,71,14,6.6,pac-12,190.0,361,182,127,85,894.0,81.0,46.0,476,18,84,27,271,62.0,277,155,kyle-kuzma-1,Exclude
2006,Kyle Lowry,Villanova,24,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,122,8,,big-east,83.0,251,117,154,121,967.0,60.0,94.0,363,77,18,8,143,70.0,233,109,kyle-lowry-1,Starter
2012,Kyle O'Quinn,Norfolk State,49,F,11.65,3.1,3.53,31.5,31.5,11.36,8.0,9.5,10.0,80.5,82.0,106.5,240.8,88.75,51,97,6.7,meac,258.0,358,205,224,156,1125.0,114.0,117.0,572,25,32,6,372,95.0,326,199,kyle-oquinn-1,Starter
2011,Kyle Singler,Duke,33,F,11.22,3.1,3.21,23.0,30.0,10.0,10.0,8.25,8.75,79.5,80.5,106.0,228.0,82.1,60,12,6.8,acc,165.0,509,219,155,125,1286.0,88.0,98.0,625,34,193,62,253,70.0,316,157,kyle-singler-1,Role Player
2008,Kyle Weaver,Washington State,38,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,151,25,,pac-10,147.0,298,138,172,126,1159.0,37.0,66.0,426,60,66,24,184,97.0,232,114,kyle-weaver-1,Exclude
2011,Kyrie Irving,Duke,1,G,11.11,3.04,3.22,30.1,36.1,8.78,10.2,8.25,9.25,73.75,75.5,99.0,191.0,76.0,47,6,14.3,acc,31.0,104,55,71,64,303.0,6.0,23.0,192,16,39,18,37,27.0,65,37,kyrie-irving-1,All-Star
2006,LaMarcus Aldridge,Texas,2,F,12.02,3.1,3.43,26.5,34.0,8.0,8.7,8.95,9.59,82.0,83.25,110.0,234.0,88.75,20,73,,big-12,204.0,385,219,181,117,1247.0,135.0,92.0,555,50,0,0,339,59.0,385,219,lamarcus-aldridge-1,Starter
2014,Lamar Patterson,Pittsburgh,48,G,11.63,3.13,3.45,27.5,32.5,8.78,10.75,9.0,9.25,76.0,77.25,101.0,226.0,83.0,154,12,11.7,acc,140.0,458,202,175,132,1174.0,35.0,73.0,616,51,206,80,175,93.0,252,122,lamar-patterson-1,Exclude
2010,Lance Stephenson,Cincinnati,40,G,11.39,3.04,3.38,27.0,33.0,10.0,9.3,9.0,10.25,76.5,77.75,103.0,227.0,82.5,84,6,,big-east,119.0,368,162,119,79,960.0,63.0,66.0,419,31,73,16,182,81.0,295,146,lance-stephenson-1,Role Player
2010,Landry Fields,Stanford,39,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,89,25,,pac-10,199.0,506,248,257,179,1161.0,81.0,65.0,704,51,86,29,280,83.0,420,219,landry-fields-1,Role Player
2018,Landry Shamet,Wichita State,26,G,11.26,3.21,3.11,31.0,39.5,8.0,4.85,8.0,9.0,76.0,77.25,100.0,188.6,78.75,166,6,8.2,aac,89.0,315,154,103,85,1015.0,14.0,61.0,477,23,190,84,103,67.0,125,70,landry-shamet-1,Exclude
2015,Larry Nance Jr.,Wyoming,27,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,76,37,6.7,mwc,180.0,360,185,145,114,1082.0,44.0,69.0,498,37,42,14,224,70.0,318,171,larry-nance-2,Starter
2010,Larry Sanders,Virginia Commonwealth,15,F,12.49,3.1,3.27,25.5,28.0,7.0,4.6,9.75,11.0,81.25,82.5,112.0,222.4,89.75,34,90,,colonial,213.0,367,196,167,107,941.0,106.0,103.0,503,26,16,4,319,58.0,351,192,larry-sanders-1,Starter
2017,Lauri Markkanen,Arizona,7,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,32,19,9.3,pac-12,178.0,376,185,164,137,1140.0,88.0,73.0,576,15,163,69,266,40.0,213,116,lauri-markkanen-1,Exclude
2000,Lavor Postell,St. John's (NY),39,G,11.79,3.04,3.3,33.5,36.5,17.0,6.39,8.46,9.1,76.5,76.12,101.5,205.0,80.5,60,21,,big-east,,400,171,131,106,1155.0,,79.0,473,30,85,25,229,49.0,315,146,lavor-postell-1,Exclude
2011,Lavoy Allen,Temple,50,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,75,61,6.6,atlantic-10,195.0,321,154,99,69,1120.0,88.0,75.0,382,23,17,5,283,54.0,304,149,lavoy-allen-1,Role Player
2005,Lawrence Roberts,Mississippi,55,F,12.52,3.1,3.3,27.5,33.0,18.0,9.3,8.95,9.59,79.5,81.0,106.5,233.0,81.5,61,26,,sec,241.0,382,171,288,188,1023.0,110.0,69.0,542,50,41,12,351,87.0,341,159,lawrence-roberts-1,Exclude
2010,Lazar Hayward,Marquette,30,G,10.87,3.04,3.31,31.0,36.0,15.0,7.5,9.25,9.5,76.5,77.75,102.0,225.8,84.75,52,18,,big-east,184.0,514,222,127,107,1097.0,72.0,115.0,616,64,186,65,256,67.0,328,157,lazar-hayward-1,Exclude
2006,Leon Powe,California,49,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,38,15,,pac-10,184.0,359,178,270,194,953.0,89.0,67.0,553,24,9,3,273,66.0,350,175,leon-powe-1,Role Player
2009,Lester Hudson,Tennessee-Martin,58,G,11.15,3.04,3.16,30.5,36.0,12.0,3.4,8.46,9.1,71.75,73.0,98.5,196.0,80.75,135,18,,ovc,184.0,697,313,168,148,1153.0,70.0,86.0,880,75,299,106,254,106.0,398,207,lester-hudson-1,Exclude
2005,Linas Kleiza,Missouri,27,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,53,9,,big-12,179.0,409,165,231,169,1038.0,71.0,92.0,530,20,113,31,250,89.0,296,134,linas-kleiza-1,Role Player
2004,Lionel Chalmers,Xavier,33,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,117,1,,atlantic-10,105.0,454,204,148,105,1293.0,17.0,78.0,614,40,247,101,122,103.0,207,103,lionel-chalmers-1,Exclude
2002,Lonny Baxter,Maryland,43,F,11.77,3.1,3.21,28.0,32.5,14.0,7.79,8.95,9.59,78.25,80.81,107.5,264.0,85.5,28,69,,acc,208.0,354,193,236,147,1005.0,80.0,103.0,533,33,1,0,288,76.0,353,193,lonny-baxter-1,Exclude
2017,Lonzo Ball,California-Los Angeles,2,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,274,28,12.2,pac-12,183.0,343,189,98,66,1263.0,33.0,65.0,524,66,194,80,216,89.0,149,109,lonzo-ball-1,Exclude
2001,Loren Woods,Arizona,45,C,11.83,3.1,3.48,24.5,28.0,10.0,9.3,9.12,9.86,84.75,83.73,113.0,246.0,89.5,62,84,,pac-10,142.0,264,133,141,117,879.0,47.0,64.0,384,19,3,1,189,59.0,261,132,loren-woods-1,Exclude
2013,Lorenzo Brown,North Carolina State,52,G,11.78,3.24,3.4,28.0,34.0,8.0,3.95,8.25,8.5,76.0,77.25,100.0,189.2,79.0,239,19,5.8,acc,121.0,334,140,140,108,1129.0,22.0,65.0,408,65,76,20,143,114.0,258,120,lorenzo-brown-1,Exclude
