player_name,pro_id,cbb_id
Tim Hardaway,hardati02,tim-hardaway-jr-1
Reggie Bullock,bullore01,reggie-bullock-2
Andre Roberson,roberan03,andre-roberson-1
Rudy Gobert,goberru01,
Livio Jean-Charles,jeancli01,
Archie Goodwin,goodwar01,archie-goodwin-1
Nemanja Nedović,nedovne01,
Allen Crabbe,crabbal01,allen-crabbe-1
Álex Abrines,abrinal01,
Carrick Felix,felixca01,carrick-felix-1
Isaiah Canaan,canaais01,isaiah-canaan-1
Glen Rice,ricegl02,glen-rice-jr-1
Ray McCallum,mccalra01,ray-mccallum-2
Tony Mitchell,mitchto02,tony-mitchell-4
Nate Wolters,woltena01,nate-wolters-1
Jeff Withey,witheje01,jeff-withey-1
Grant Jerrett,jerregr01,grant-jerrett-1
Jamaal Franklin,frankja01,jamaal-franklin-1
Pierre Jackson,jackspi01,pierre-jackson-1
Ricky Ledo,ledori01,
Mike Muscala,muscami01,mike-muscala-1
Marko Todorović,todorma01,
Erick Green,greener01,erick-green-1
Raul Neto,netora01,
Ryan Kelly,kellyry01,ryan-kelly-3
Erik Murphy,murpher01,erik-murphy-1
James Ennis,ennisja01,james-ennis-1
Lorenzo Brown,brownlo01,lorenzo-brown-1
Colton Iverson,iversco01,colton-iverson-1
Arsalan Kazemi,kazemar01,arsalan-kazemi-1
Joffrey Lauvergne,lauvejo01,
Peyton Siva,sivape01,peyton-siva-1
Alex Oriakhi,oriakal01,alex-oriakhi-1
Deshaun Thomas,thomade01,deshaun-thomas-1
Bojan Dubljević,dubljbo01,
Jānis Timma,timmaja01,
Andrew Wiggins,wiggian01,andrew-wiggins-1
Jabari Parker,parkeja01,jabari-parker-1
Joel Embiid,embiijo01,joel-embiid-1
Aaron Gordon,gordoaa01,aaron-gordon-1
Dante Exum,exumda01,
Marcus Smart,smartma01,marcus-smart-1
Julius Randle,randlju01,julius-randle-1
Nik Stauskas,stausni01,nik-stauskas-1
Noah Vonleh,vonleno01,noah-vonleh-1
Elfrid Payton,paytoel01,elfrid-payton-1
Doug McDermott,mcderdo01,doug-mcdermott-1
Dario Šarić,saricda01,
Zach LaVine,lavinza01,zach-lavine-1
T.J. Warren,warretj01,tj-warren-1
Adreian Payne,paynead01,adreian-payne-1
Jusuf Nurkić,nurkiju01,
James Young,youngja01,james-young-1
Tyler Ennis,ennisty01,tyler-ennis-1
Gary Harris,harriga01,gary-harris-1
Bruno Caboclo,cabocbr01,
Mitch McGary,mcgarmi01,mitch-mcgary-1
Jordan Adams,adamsjo01,jordan-adams-1
Rodney Hood,hoodro01,rodney-hood-1
Shabazz Napier,napiesh01,shabazz-napier-1
Clint Capela,capelca01,
P.J. Hairston,hairspj02,pj-hairston-1
Bogdan Bogdanović,bogdabo01,
C.J. Wilcox,wilcocj01,cj-wilcox-1
Josh Huestis,huestjo01,josh-huestis-1
Kyle Anderson,anderky01,kyle-anderson-3
Damien Inglis,inglida01,
K.J. McDaniels,mcdankj01,kj-mcdaniels-1
Joe Harris,harrijo01,joe-harris--1
Cleanthony Early,earlycl01,cleanthony-early-1
Jarnell Stokes,stokeja01,jarnell-stokes-1
Johnny O'Bryant,obryajo01,johnny-obryant-1
DeAndre Daniels,daniede01,deandre-daniels-1
Spencer Dinwiddie,dinwisp01,spencer-dinwiddie-1
Jerami Grant,grantje01,jerami-grant-1
Glenn Robinson,robingl02,glenn-robinson-2
Nikola Jokić,jokicni01,
Nick Johnson,johnsni01,nick-johnson-1
Edy Tavares,tavarwa01,
Markel Brown,brownma02,markel-brown-1
Dwight Powell,poweldw01,dwight-powell-1
Jordan Clarkson,clarkjo01,jordan-clarkson-1
Russ Smith,smithru01,russ-smith-1
Lamar Patterson,pattela01,lamar-patterson-1
Cameron Bairstow,bairsca01,cameron-bairstow-1
Alec Brown,brownal01,alec-brown-1
Thanasis Antetokounmpo,antetth01,
Vasilije Micić,micicva01,
Alessandro Gentile,gential01,
Nemanja Dangubić,dangune01,
Semaj Christon,chrisse01,semaj-christon-1
Devyn Marble,marblde01,roy-devyn-marble-1
Louis Labeyrie,labeylo01,
Jordan McRae,mcraejo01,jordan-mcrae-1
Xavier Thames,thamexa01,xavier-thames-1
Cory Jefferson,jeffeco01,cory-jefferson-1
Karl-Anthony Towns,townska01,karl-anthony-towns-1
D'Angelo Russell,russeda01,dangelo-russell-1
Jahlil Okafor,okafoja01,jahlil-okafor-1
Kristaps Porziņģis,porzikr01,
Mario Hezonja,hezonma01,
Willie Cauley-Stein,caulewi01,willie-cauley-stein-1
Emmanuel Mudiay,mudiaem01,
Stanley Johnson,johnsst04,stanley-johnson-1
Frank Kaminsky,kaminfr01,frank-kaminsky-1
Justise Winslow,winslju01,justise-winslow-1
Myles Turner,turnemy01,myles-turner-1
Trey Lyles,lylestr01,trey-lyles-1
Devin Booker,bookede01,devin-booker-2
Cameron Payne,payneca01,cameron-payne-1
Kelly Oubre,oubreke01,kelly-oubre-1
Terry Rozier,roziete01,terry-rozier-1
Rashad Vaughn,vaughra01,rashad-vaughn-1
Sam Dekker,dekkesa01,sam-dekker-1
Jerian Grant,grantje02,jerian-grant-1
Delon Wright,wrighde01,delon-wright-1
Justin Anderson,anderju01,justin-anderson-1
Bobby Portis,portibo01,bobby-portis-1
Rondae Hollis-Jefferson,holliro01,rondae-hollis-jefferson-1
Tyus Jones,jonesty01,tyus-jones-1
Jarell Martin,martija01,jarell-martin-1
Nikola Milutinov,milutni01,
Larry Nance,nancela02,larry-nance-2
R.J. Hunter,hunterj01,rj-hunter-1
Chris McCullough,mcculch01,chris-mccullough-1
Kevon Looney,looneke01,kevon-looney-1
Cedi Osman,osmande01,
Montrezl Harrell,harremo01,montrezl-harrell-1
Jordan Mickey,mickejo01,jordan-mickey-1
Anthony Brown,brownan02,anthony-brown-5
Willy Hernangómez,hernawi01,
Rakeem Christmas,chrisra01,rakeem-christmas-1
Richaun Holmes,holmeri01,richaun-holmes-1
Darrun Hilliard,hillida01,darrun-hilliard-1
Juan Pablo Vaulet,vauleju01,
Josh Richardson,richajo01,josh-richardson-2
Pat Connaughton,connapa01,pat-connaughton-1
Olivier Hanlan,hanlaol01,olivier-hanlan-1
Joe Young,youngjo01,joseph-young-1
Andrew Harrison,harrian01,andrew-harrison-1
Marcus Thornton,thornma02,marcus-thornton-3
Norman Powell,powelno01,norman-powell-1
Artūras Gudaitis,gudaiar01,
Dakari Johnson,johnsda04,dakari-johnson-1
Aaron White,whiteaa01,aaron-white-3
Marcus Eriksson,eriksma01,
Tyler Harvey,harvety01,tyler-harvey-1
Satnam Singh Bhamara,singhsa01,
Sir'Dominic Pointer,pointsi01,sirdominic-pointer-1
Dani Díez de la Faya,diezda01,
Cady Lalanne,lalanca01,cady-lalanne-1
Branden Dawson,dawsobr01,branden-dawson-1
Nikola Radičević,radicni01,
J.P. Tokoto,tokotjp01,jp-tokoto-1
Dimitrios Agravanis,agravdi01,
Luka Mitrović,mitrolu01,
Ben Simmons,simmobe01,ben-simmons-1
Brandon Ingram,ingrabr01,brandon-ingram-1
Jaylen Brown,brownja02,jaylen-brown-1
Dragan Bender,bendedr01,
Kris Dunn,dunnkr01,kris-dunn-1
Buddy Hield,hieldbu01,buddy-hield-1
Jamal Murray,murraja01,jamal-murray-1
Marquese Chriss,chrisma01,marquese-chriss-1
Jakob Pöltl,poeltja01,jakob-poeltl-1
Thon Maker,makerth01,
Domantas Sabonis,sabondo01,domantas-sabonis-1
Taurean Waller-Prince,princta02,taurean-prince-1
Georgios Papagiannis,papagge01,
Denzel Valentine,valende01,denzel-valentine-1
Juan Hernangómez,hernaju01,
Guerschon Yabusele,yabusgu01,
Wade Baldwin,baldwwa01,wade-baldwin-1
Henry Ellenson,ellenhe01,henry-ellenson-1
Malik Beasley,beaslma01,malik-beasley-1
Caris LeVert,leverca01,caris-levert-1
DeAndre' Bembry,bembrde01,deandre-bembry-1
Malachi Richardson,richama01,malachi-richardson-1
Ante Žižić,zizican01,
Timothé Luwawu-Cabarrot,luwawti01,
Brice Johnson,johnsbr02,brice-johnson-1
Furkan Korkmaz,korkmfu01,
Pascal Siakam,siakapa01,pascal-siakam-1
Skal Labissière,labissk01,skal-labissiere-1
Dejounte Murray,murrade01,dejounte-murray-1
Damian Jones,jonesda03,damian-jones-1
Deyonta Davis,davisde01,deyonta-davis-1
Ivica Zubac,zubaciv01,
Cheick Diallo,diallch01,cheick-diallo-1
Tyler Ulis,ulisty01,tyler-ulis-1
Rade Zagorac,zagorra01,
Malcolm Brogdon,brogdma01,malcolm-brogdon-1
Chinanu Onuaku,onuakch01,chinanu-onuaku-1
Patrick McCaw,mccawpa01,patrick-mccaw-1
David Michineau,michida01,
Diamond Stone,stonedi01,diamond-stone-1
Stephen Zimmerman,zimmest01,stephen-zimmermanjr-1
Isaiah Whitehead,whiteis01,isaiah-whitehead-1
Zhou Qi,qizh01,
Isaïa Cordinier,cordiis01,
Demetrius Jackson,jacksde01,demetrius-jackson-2
A.J. Hammons,hammoaj01,aj-hammons-1
Jake Layman,laymaja01,jake-layman-1
Paul Zipser,zipsepa01,
Michael Gbinije,gbinimi01,michael-gbinije-1
Georges Niang,niangge01,georges-niang-1
Ben Bentil,bentibe01,ben-bentil-1
Joel Bolomboy,bolomjo01,joel-bolomboy-1
Petr Cornelie,cornepe01,
Kay Felder,feldeka01,kahlil-felder-1
Marcus Paige,paigema01,marcus-paige-1
Daniel Hamilton,hamilda02,daniel-hamilton-1
Wang Zhelin,sheliwa01,
Abdel Nader,naderab01,abdel-nader-1
Isaiah Cousins,cousiis01,isaiah-cousins-1
Tyrone Wallace,wallaty01,tyrone-wallace-1
Markelle Fultz,fultzma01,markelle-fultz-1
Lonzo Ball,balllo01,lonzo-ball-1
Jayson Tatum,tatumja01,jayson-tatum-1
Josh Jackson,jacksjo02,josh-jackson-2
De'Aaron Fox,foxde01,deaaron-fox-1
Jonathan Isaac,isaacjo01,jonathan-isaac-1
Lauri Markkanen,markkla01,lauri-markkanen-1
Frank Ntilikina,ntilila01,
Dennis Smith,smithde03,dennis-smithjr-1
Zach Collins,colliza01,zach-collins-1
Malik Monk,monkma01,malik-monk-1
Luke Kennard,kennalu01,luke-kennard-1
Donovan Mitchell,mitchdo01,donovan-mitchell-1
Bam Adebayo,adebaba01,edrice-adebayo-1
Justin Jackson,jacksju01,justin-jackson-4
Justin Patton,pattoju01,justin-patton-1
D.J. Wilson,wilsodj01,dj-wilson-1
T.J. Leaf,leaftj01,tj-leaf-1
John Collins,collijo01,john-collins-1
Harry Giles,gilesha01,harry-giles-1
Terrance Ferguson,fergute01,
Jarrett Allen,allenja01,jarrett-allen-1
OG Anunoby,anunoog01,og-anunoby-1
Tyler Lydon,lydonty01,tyler-lydon-1
Anžejs Pasečņiks,pasecan01,
Caleb Swanigan,swanica01,caleb-swanigan-1
Kyle Kuzma,kuzmaky01,kyle-kuzma-1
Tony Bradley,bradlto01,tony-bradley-1
Derrick White,whitede01,derrick-white-1
Josh Hart,hartjo01,josh-hart-1
Frank Jackson,jacksfr01,frank-jackson-2
Davon Reed,reedda01,davon-reed-1
Wesley Iwundu,iwundwe01,wesley-iwundu-1
Frank Mason,masonfr01,frank-mason-1
Ivan Rabb,rabbiv01,ivan-rabb-1
Jonah Bolden,boldejo01,jonah-bolden-1
Semi Ojeleye,ojelese01,semi-ojeleye-1
Jordan Bell,belljo01,jordan-bell-1
Jawun Evans,evansja01,jawun-evans-1
Dwayne Bacon,bacondw01,dwayne-bacon-1
Tyler Dorsey,dorsety01,tyler-dorsey-1
Thomas Bryant,bryanth01,thomas-bryant-1
Isaiah Hartenstein,harteis01,
Damyean Dotson,dotsoda01,damyean-dotson-1
Dillon Brooks,brookdi01,dillon-brooks-1
Sterling Brown,brownst02,sterling-brown-2
Ike Anigbogu,anigbik01,ike-anigbogu-1
Sindarius Thornwell,thornsi01,sindarius-thornwell-1
Vlatko Čančar,cancavl01,
Mathias Lessort,lessoma01,
Monte Morris,morrimo01,monte-morris-1
Edmond Sumner,sumneed01,edmond-sumner-1
Kadeem Allen,allenka01,kadeem-allen-1
Alec Peters,peteral01,alec-peters-1
Nigel Williams-Goss,willini01,nigel-williams-goss-1
Jabari Bird,birdja01,jabari-bird-1
Aleksandar Vezenkov,vezenal01,
Ognjen Jaramaz,jaramog01,
Jaron Blossomgame,blossja01,jaron-blossomgame-1
Alpha Kaba,kabaal01,
Deandre Ayton,aytonde01,deandre-ayton-1
Marvin Bagley,baglema01,marvin-bagleyiii-1
Luka Dončić,doncilu01,
Jaren Jackson,jacksja02,jaren-jacksonjr-1
Trae Young,youngtr01,trae-young-1
Mohamed Bamba,bambamo01,mohamed-bamba-1
Wendell Carter,cartewe01,wendell-carterjr-1
Collin Sexton,sextoco01,collin-sexton-1
Kevin Knox,knoxke01,kevin-knox-1
Mikal Bridges,bridgmi01,mikal-bridges-1
Shai Gilgeous-Alexander,gilgesh01,shai-gilgeous-alexander-1
Miles Bridges,bridgmi02,miles-bridges-1
Jerome Robinson,robinje01,jerome-robinson-2
Michael Porter,portemi01,michael-porterjr-1
Troy Brown,browntr01,troy-brown-5
Zhaire Smith,smithzh01,zhaire-smith-1
Donte DiVincenzo,divindo01,donte-divincenzo-1
Lonnie Walker,walkelo01,lonnie-walker-2
Kevin Huerter,huertke01,kevin-huerter-1
Josh Okogie,okogijo01,josh-okogie-1
Grayson Allen,allengr01,grayson-allen-1
Chandler Hutchison,hutchch01,chandler-hutchison-1
Aaron Holiday,holidaa01,aaron-holiday-1
Anfernee Simons,simonan01,
Moritz Wagner,wagnemo01,moritz-wagner-1
Landry Shamet,shamela01,landry-shamet-1
Robert Williams,williro04,robert-williams-3
Jacob Evans,evansja02,jacob-evans-1
Džanan Musa,musadz01,
Omari Spellman,spellom01,omari-spellman-1
Élie Okobo,okoboel01,
Jevon Carter,carteje01,jevon-carter-1
Jalen Brunson,brunsja01,jalen-brunson-1
Devonte' Graham,grahade01,devonte-graham-1
Melvin Frazier,frazime01,melvin-frazier-1
Mitchell Robinson,robinmi01,
Gary Trent,trentga02,gary-trentjr-1
Khyri Thomas,thomakh01,khyri-thomas-1
Isaac Bonga,bongais01,
Rodions Kurucs,kurucro01,
Jarred Vanderbilt,vandeja01,jarred-vanderbilt-1
Bruce Brown,brownbr01,bruce-brown-2
Justin Jackson,jacksju02,justin-jackson-5
Issuf Sanon,sanonis01,
Hamidou Diallo,diallha01,hamidou-diallo-1
De'Anthony Melton,meltode01,deanthony-melton-1
Sviatoslav Mykhailiuk,mykhasv01,sviatoslav-mykhailiuk-1
Keita Bates-Diop,bateske01,keita-bates-diop-1
Chimezie Metu,metuch01,chimezie-metu-1
Alize Johnson,johnsal02,alize-johnson-1
Tony Carr,carrto01,tony-carr-1
Vince Edwards,edwarvi01,vince-edwards-2
Devon Hall,hallde01,devon-hall-1
Shake Milton,miltosh01,malik-milton-1
Arnoldas Kulboka,kulboar01,
Ray Spalding,spaldra01,raymond-spalding-1
Kevin Hervey,herveke01,kevin-hervey-1
Thomas Welsh,welshth01,thomas-welsh-1
George King,kingge03,george-king-1
Kostas Antetokounmpo,antetko01,kostas-antetokounmpo-1
Zion Williamson,willizi01,zion-williamson-1
Ja Morant,moranja01,temetrius-morant-1
RJ Barrett,barrerj01,rj-barrett-1
De'Andre Hunter,huntede01,deandre-hunter-1
Darius Garland,garlada01,darius-garland-1
Jarrett Culver,culveja01,jarrett-culver-1
Coby White,whiteco01,coby-white-1
Jaxson Hayes,hayesja02,jaxson-hayes-1
Rui Hachimura,hachiru01,rui-hachimura-1
Cam Reddish,reddica01,cam-reddish-1
Cameron Johnson,johnsca02,cameron-johnson-4
PJ Washington,washipj01,pj-washington-1
Tyler Herro,herroty01,tyler-herro-1
Romeo Langford,langfro01,romeo-langford-1
Sekou Doumbouya,doumbse01,
Chuma Okeke,okekech01,chuma-okeke-1
Nickeil Alexander-Walker,alexani01,nickeil-alexander-walker-1
Goga Bitadze,bitadgo01,
Luka Šamanić,samanlu01,
Matisse Thybulle,thybuma01,matisse-thybulle-1
Brandon Clarke,clarkbr01,brandon-clarke-1
Grant Williams,willigr01,grant-williams-1
Darius Bazley,bazleda01,
Ty Jerome,jeromty01,ty-jerome-1
Nassir Little,littlna01,nassir-little-1
Dylan Windler,windldy01,dylan-windler-1
Mfiondu Kabengele,kabenmf01,mfiondu-kabengele-1
Jordan Poole,poolejo01,jordan-poole-1
Keldon Johnson,johnske04,keldon-johnson-1
Kevin Porter,porteke02,kevin-porterjr-1
Nicolas Claxton,claxtni01,nicolas-claxton-1
KZ Okpala,okpalkz01,kezie-okpala-1
Carsen Edwards,edwarca01,carsen-edwards-1
Bruno Fernando,fernabr01,bruno-fernando-1
Marcos Louzada Silva,louzama01,
Cody Martin,martico01,cody-martin-1
Deividas Sirvydis,sirvyde01,
Daniel Gafford,gaffoda01,daniel-gafford-1
Alen Smailagić,smailal01,
Justin James,jamesju01,justin-james-2
Eric Paschall,pascher01,eric-paschall-1
Admiral Schofield,schofad01,admiral-schofield-1
Jaylen Nowell,nowelja01,jaylen-nowell-1
Bol Bol,bolbo01,bol-bol-1
Isaiah Roby,robyis01,isaiah-roby-1
Talen Horton-Tucker,hortota01,talen-horton-tucker-1
Ignas Brazdeikis,brazdig01,ignas-brazdeikis-1
Terance Mann,mannte01,terance-mann-1
Quinndary Weatherspoon,weathqu01,quinndary-weatherspoon-1
Jarrell Brantley,brantja01,jarrell-brantley-1
Tremont Waters,watertr01,tremont-waters-1
Jalen McDaniels,mcdanja01,jalen-mcdaniels-1
Justin Wright-Foreman,wrighju02,justin-wright-foreman-1
Marial Shayok,shayoma01,marial-shayok-1
Kyle Guy,guyky01,kyle-guy-1
Jaylen Hands,handsja01,jaylen-hands-1
Jordan Bone,bonejo01,jordan-bone-1
Miye Oni,onimi01,miye-oni-1
Dewan Hernandez,hernade01,dewan-huell-1
Vanja Marinković,marinva01,
