,assist_percentage,assists,box_plus_minus,block_percentage,blocks,conference,defensive_rebound_percentage,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goals,free_throw_attempt_rate,free_throw_attempt,free_throw_percentage,free_throws,minutes_played,name,offensive_rebound_percentage,offensive_rebounds,personal_fouls,player_id,points,steal_percentage,steals,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage
1568,33.3,74,11.9,0.7,3,big-ten,18.8,71.0,0.596,162,82,0.42,68,0.794,54,464.0,Caris LeVert,2.4,9.0,18.0,caris-levert-1,247,2.0,15,0.401,65,0.446,29,10.6,80,0.636,11.4,25.0,97,0.546,53,25.6
1569,24.1,161,9.1,2.5,30,atlantic-10,17.9,228.0,0.513,497,238,0.358,178,0.657,117,1341.0,DeAndre Bembry,4.3,51.0,88.0,deandre-bembry-1,627,2.2,51,0.258,128,0.266,34,11.3,279,0.539,11.2,73.0,369,0.553,204,24.4
1570,12.8,77,3.0,0.9,10,acc,12.1,139.0,0.465,412,152,0.381,157,0.72,113,1272.0,Malachi Richardson,1.7,19.0,91.0,malachi-richardson-1,496,2.0,42,0.544,224,0.353,79,6.9,158,0.51,14.0,79.0,188,0.388,73,23.1
1571,,58,,,59,acc,,301.0,0.614,435,267,0.423,184,0.783,144,1121.0,Brice Johnson,,115.0,106.0,brice-johnson-1,678,,43,0.0,0,,0,,416,0.649,,71.0,435,0.614,267,
1572,12.0,58,8.0,6.5,75,wac,23.6,263.0,0.542,510,275,0.396,202,0.678,137,1176.0,Pascal Siakam,13.4,132.0,92.0,pascal-siakam-1,690,1.7,34,0.029,15,0.2,3,18.8,395,0.569,10.0,67.0,495,0.549,272,29.1
1573,3.6,11,5.2,10.3,59,sec,14.6,78.0,0.516,190,98,0.326,62,0.661,41,567.0,Skal Labissiere,7.3,35.0,108.0,skal-labissiere-1,237,0.9,9,0.011,2,0.0,0,11.1,113,0.54,13.1,33.0,188,0.521,98,22.1
1574,25.6,151,4.3,0.8,10,pac-12,13.7,155.0,0.451,486,202,0.342,166,0.663,110,1139.0,Dejounte Murray,4.1,48.0,90.0,dejounte-murray-1,548,2.8,62,0.243,118,0.288,34,8.8,203,0.485,16.3,110.0,368,0.457,168,25.9
1575,10.2,38,6.7,5.9,54,sec,17.3,153.0,0.59,312,184,0.538,168,0.536,90,866.0,Damian Jones,9.9,74.0,108.0,damian-jones-1,458,0.5,8,0.01,3,0.0,0,13.9,227,0.584,14.2,65.0,309,0.595,184,26.8
1576,7.5,26,10.8,10.2,64,big-ten,19.0,119.0,0.598,199,119,0.191,38,0.605,23,650.0,Deyonta Davis,13.5,72.0,80.0,deyonta-davis-1,261,0.8,9,0.0,0,,0,16.5,191,0.601,12.1,30.0,199,0.598,119,19.2
1577,0.9,1,4.2,11.9,23,big-12,27.0,51.0,0.569,58,33,0.466,27,0.556,15,202.0,Cheick Diallo,10.5,17.0,38.0,cheick-diallo-1,81,2.0,7,0.0,0,,0,19.4,68,0.572,19.4,17.0,58,0.569,33,21.7
1578,34.3,246,9.6,0.3,4,sec,7.1,86.0,0.497,442,192,0.441,195,0.856,167,1288.0,Tyler Ulis,1.7,19.0,64.0,tyler-ulis-1,606,2.3,51,0.362,160,0.344,55,4.6,105,0.567,11.4,69.0,282,0.486,137,23.2
1579,19.5,115,11.1,0.9,9,acc,13.3,131.0,0.532,503,230,0.31,156,0.897,140,1263.0,Malcolm Brogdon,2.1,19.0,76.0,malcolm-brogdon-1,675,1.8,35,0.382,192,0.391,75,7.9,150,0.585,8.3,52.0,311,0.498,155,28.4
1580,12.9,51,13.9,9.6,62,acc,25.8,172.0,0.62,221,137,0.253,56,0.589,33,762.0,Chinanu Onuaku,13.7,91.0,92.0,chinanu-onuaku-1,307,1.9,24,0.005,1,0.0,0,19.8,263,0.62,20.8,65.0,220,0.623,137,20.5
1581,22.7,128,8.4,1.2,13,mwc,12.4,131.0,0.56,361,168,0.294,106,0.774,82,1113.0,Patrick McCaw,3.6,38.0,73.0,patrick-mccaw-1,486,3.9,81,0.515,186,0.366,68,8.0,169,0.591,14.2,68.0,175,0.571,100,20.3
1582,4.2,15,5.3,7.1,55,big-ten,14.5,111.0,0.568,294,167,0.456,134,0.761,102,807.0,Diamond Stone,12.4,77.0,80.0,diamond-stone-1,436,1.3,18,0.0,0,,0,13.6,188,0.61,12.9,53.0,294,0.568,167,26.7
1583,6.4,22,0.8,7.5,51,mwc,26.5,171.0,0.488,214,102,0.472,101,0.624,63,680.0,Stephen Zimmerman Jr.,8.8,56.0,79.0,stephen-zimmermanjr-1,272,1.1,14,0.079,17,0.294,5,17.7,227,0.519,17.1,54.0,197,0.492,97,21.9
1584,33.0,173,7.7,4.5,49,big-east,9.7,104.0,0.458,512,194,0.383,196,0.76,149,1098.0,Isaiah Whitehead,1.8,18.0,78.0,isaiah-whitehead-1,618,2.1,40,0.434,222,0.365,81,5.9,122,0.511,16.4,119.0,290,0.39,113,31.6
1585,25.1,164,6.7,0.8,10,acc,8.0,90.0,0.514,428,193,0.325,139,0.813,113,1259.0,Demetrius Jackson,3.0,31.0,68.0,demetrius-jackson-2,553,2.1,43,0.381,163,0.331,54,5.6,121,0.56,13.3,76.0,265,0.525,139,24.1
1586,10.5,37,11.9,10.4,84,big-ten,24.9,193.0,0.601,336,199,0.378,127,0.709,90,813.0,A.J. Hammons,11.5,77.0,78.0,aj-hammons-1,494,0.7,9,0.033,11,0.545,6,18.7,270,0.623,14.1,65.0,325,0.594,193,28.6
1587,7.0,41,8.6,3.4,36,big-ten,14.3,151.0,0.602,280,140,0.339,95,0.832,79,1112.0,Jake Layman,4.4,38.0,69.0,jake-layman-1,416,2.1,40,0.514,144,0.396,57,9.9,189,0.64,15.8,61.0,136,0.61,83,18.2
1588,26.3,159,8.6,1.1,13,acc,8.8,111.0,0.554,488,225,0.328,160,0.663,106,1403.0,Michael Gbinije,3.2,40.0,98.0,michael-gbinije-1,647,3.1,70,0.477,233,0.391,91,6.0,151,0.574,15.7,105.0,255,0.525,134,24.9
1589,19.2,117,8.7,1.8,22,big-12,15.6,172.0,0.6,518,283,0.23,119,0.807,96,1162.0,Georges Niang,4.8,46.0,111.0,georges-niang-1,718,1.5,31,0.276,143,0.392,56,10.6,218,0.625,13.8,92.0,375,0.605,227,28.7
1590,8.0,40,6.7,3.1,36,big-east,16.6,174.0,0.51,533,246,0.465,248,0.782,194,1198.0,Ben Bentil,8.4,94.0,97.0,ben-bentil-1,738,1.4,30,0.296,158,0.329,52,12.4,268,0.567,9.3,67.0,375,0.517,194,29.6
1591,7.4,35,3.5,3.6,40,big-sky,31.3,306.0,0.602,337,193,0.677,228,0.697,159,1041.0,Joel Bolomboy,13.1,109.0,73.0,joel-bolomboy-1,565,1.3,23,0.163,55,0.364,20,23.0,415,0.634,14.9,78.0,282,0.613,173,26.1
1592,50.0,324,8.7,0.5,7,horizon,9.7,123.0,0.502,612,269,0.461,282,0.848,239,1286.0,Kay Felder,2.2,26.0,104.0,kahlil-felder-1,853,2.9,69,0.35,214,0.355,76,6.1,149,0.572,13.9,120.0,398,0.485,193,31.3
1593,,128,,,15,acc,,71.0,0.503,354,141,0.263,93,0.774,72,1075.0,Marcus Paige,,15.0,51.0,marcus-paige-1,428,,39,0.588,208,0.356,74,,86,0.537,,42.0,146,0.459,67,
1594,29.2,170,8.1,1.5,15,aac,27.0,288.0,0.444,411,159,0.243,100,0.86,86,1147.0,Daniel Hamilton,3.6,33.0,66.0,daniel-hamilton-1,451,2.0,38,0.345,142,0.331,47,16.1,321,0.492,15.6,85.0,269,0.416,112,25.1
1595,8.0,54,4.5,2.1,23,big-12,14.3,148.0,0.555,337,161,0.315,106,0.736,78,1088.0,Abdel Nader,2.9,26.0,98.0,abdel-nader-1,452,1.9,37,0.415,140,0.371,52,9.0,174,0.583,16.9,79.0,197,0.553,109,21.5
1596,25.1,168,5.6,0.8,10,big-12,11.8,142.0,0.484,416,169,0.233,97,0.67,65,1232.0,Isaiah Cousins,2.1,23.0,63.0,isaiah-cousins-1,468,2.3,51,0.38,158,0.411,65,7.3,165,0.506,16.0,88.0,258,0.403,104,21.8
1597,28.5,123,7.1,1.3,12,pac-12,14.2,121.0,0.477,343,151,0.449,154,0.649,100,901.0,Tyrone Wallace,3.5,27.0,63.0,tyrone-wallace-1,427,1.8,27,0.245,84,0.298,25,9.1,148,0.513,15.1,74.0,259,0.486,126,27.4
1598,35.5,148,9.1,3.1,30,pac-12,13.9,110.0,0.535,439,209,0.383,168,0.649,109,892.0,Markelle Fultz,4.0,33.0,63.0,markelle-fultz-1,579,2.5,40,0.287,126,0.413,52,8.9,143,0.558,13.4,80.0,313,0.502,157,31.4
1599,31.4,274,12.2,2.1,28,pac-12,14.3,183.0,0.668,343,189,0.286,98,0.673,66,1263.0,Lonzo Ball,3.2,33.0,65.0,lonzo-ball-1,524,2.8,66,0.566,194,0.412,80,9.3,216,0.673,18.6,89.0,149,0.732,109,18.1
1600,12.4,62,7.5,3.2,33,acc,19.7,174.0,0.507,365,165,0.381,139,0.849,118,966.0,Jayson Tatum,4.8,39.0,86.0,jayson-tatum-1,488,2.3,39,0.321,117,0.342,40,12.6,213,0.566,15.0,76.0,248,0.504,125,26.2
1601,18.2,104,10.7,3.5,37,big-12,17.5,177.0,0.552,429,220,0.403,173,0.566,98,1077.0,Josh Jackson,8.7,81.0,104.0,josh-jackson-2,572,3.1,59,0.21,90,0.378,34,13.3,258,0.559,15.9,97.0,339,0.549,186,27.2
1602,28.6,165,8.7,0.7,7,sec,12.2,122.0,0.498,447,214,0.474,212,0.736,156,1064.0,De'Aaron Fox,2.1,21.0,90.0,deaaron-fox-1,601,2.7,53,0.154,69,0.246,17,7.2,143,0.549,13.7,87.0,378,0.521,197,27.5
1603,7.5,37,10.9,6.2,49,acc,25.1,195.0,0.568,256,130,0.461,118,0.78,92,839.0,Jonathan Isaac,7.7,56.0,70.0,jonathan-isaac-1,383,2.4,37,0.348,89,0.348,31,16.7,251,0.614,13.3,48.0,167,0.593,99,20.3
1604,5.6,32,9.3,1.8,19,pac-12,17.5,178.0,0.584,376,185,0.436,164,0.835,137,1140.0,Lauri Markkanen,10.0,88.0,73.0,lauri-markkanen-1,576,0.8,15,0.434,163,0.423,69,14.0,266,0.635,8.1,40.0,213,0.545,116,22.5
1605,34.2,197,7.3,1.2,14,acc,11.5,120.0,0.52,420,191,0.476,200,0.715,143,1114.0,Dennis Smith Jr.,2.7,26.0,67.0,dennis-smithjr-1,580,3.1,62,0.364,153,0.359,55,7.3,146,0.563,17.3,108.0,267,0.509,136,27.2
1606,4.4,16,11.5,9.8,69,wcc,23.3,164.0,0.676,207,135,0.715,148,0.743,110,673.0,Zach Collins,12.1,66.0,105.0,zach-collins-1,390,1.5,18,0.101,21,0.476,10,18.4,230,0.703,17.8,60.0,186,0.672,125,24.8
1607,13.3,87,8.0,1.5,19,sec,7.3,83.0,0.543,558,251,0.323,180,0.822,148,1218.0,Malik Monk,1.1,12.0,72.0,malik-monk-1,754,1.6,36,0.47,262,0.397,104,4.2,95,0.586,10.4,75.0,296,0.497,147,27.2
1608,13.6,91,9.5,0.9,13,acc,12.1,145.0,0.579,485,237,0.386,187,0.856,160,1314.0,Luke Kennard,3.9,43.0,83.0,luke-kennard-1,722,1.4,31,0.414,201,0.438,88,8.2,188,0.629,9.3,59.0,284,0.525,149,24.0
1609,16.0,93,11.6,1.7,17,acc,12.9,128.0,0.498,444,181,0.243,108,0.806,87,1098.0,Donovan Mitchell,3.7,37.0,88.0,donovan-mitchell-1,529,3.7,70,0.509,226,0.354,80,8.3,165,0.534,10.2,56.0,218,0.463,101,24.6
1610,4.7,32,9.5,4.9,57,sec,17.3,186.0,0.599,284,170,0.831,236,0.653,154,1145.0,Bam Adebayo,11.1,118.0,99.0,edrice-adebayo-1,494,1.2,26,0.0,0,,0,14.2,304,0.624,13.9,64.0,284,0.599,170,18.5
1611,15.8,113,9.4,0.8,9,acc,10.8,128.0,0.531,596,264,0.22,131,0.748,98,1281.0,Justin Jackson,4.8,58.0,55.0,justin-jackson-4,731,1.3,31,0.477,284,0.37,105,7.8,186,0.555,9.5,69.0,312,0.51,159,25.7
1612,8.5,41,10.6,5.9,50,big-east,19.0,159.0,0.689,296,200,0.294,87,0.517,45,885.0,Justin Patton,8.0,59.0,96.0,justin-patton-1,453,1.9,30,0.051,15,0.533,8,13.9,218,0.671,15.1,60.0,281,0.683,192,22.0
1613,8.5,50,9.4,5.2,57,big-ten,16.5,146.0,0.605,305,164,0.197,60,0.833,50,1155.0,D.J. Wilson,6.6,57.0,72.0,dj-wilson-1,419,1.1,20,0.361,110,0.373,41,11.6,203,0.628,11.2,42.0,195,0.631,123,18.3
1614,13.2,85,9.7,3.5,39,pac-12,19.7,209.0,0.652,381,235,0.278,106,0.679,72,1048.0,TJ Leaf,9.0,78.0,89.0,tj-leaf-1,569,1.1,22,0.152,58,0.466,27,14.9,287,0.66,10.8,52.0,323,0.644,208,22.0
1615,4.5,17,7.9,6.6,52,acc,25.6,200.0,0.622,376,234,0.585,220,0.745,164,878.0,John Collins,16.4,124.0,98.0,john-collins-1,632,1.3,21,0.003,1,0.0,0,21.1,324,0.658,11.1,60.0,375,0.624,234,29.9
1616,5.6,9,6.3,5.3,17,acc,21.6,59.0,0.577,78,45,0.308,24,0.5,12,300.0,Harry Giles,16.4,41.0,58.0,harry-giles-1,102,1.7,9,0.0,0,,0,19.1,100,0.57,16.8,18.0,78,0.577,45,17.9
1617,5.7,27,5.5,5.0,51,big-12,18.9,178.0,0.566,316,179,0.472,149,0.564,84,1061.0,Jarrett Allen,10.9,100.0,68.0,jarrett-allen-1,442,1.0,19,0.022,7,0.0,0,14.9,278,0.571,17.8,84.0,309,0.579,179,22.6
1618,11.0,23,10.1,5.5,21,big-ten,16.1,59.0,0.615,122,68,0.393,48,0.563,27,402.0,OG Anunoby,8.5,28.0,33.0,og-anunoby-1,177,3.0,21,0.369,45,0.311,14,12.5,87,0.611,15.2,26.0,77,0.701,54,20.8
1619,10.8,70,8.9,4.7,49,acc,19.2,215.0,0.55,319,151,0.364,116,0.836,97,1227.0,Tyler Lydon,7.7,79.0,84.0,tyler-lydon-1,448,1.7,35,0.389,124,0.395,49,13.7,294,0.599,13.6,59.0,195,0.523,102,18.0
1620,18.9,107,10.6,2.5,28,big-ten,32.7,340.0,0.572,421,222,0.499,210,0.781,164,1139.0,Caleb Swanigan,10.7,96.0,97.0,caleb-swanigan-1,646,0.8,15,0.202,85,0.447,38,22.5,436,0.62,18.5,118.0,336,0.548,184,28.1
1621,15.2,71,6.6,1.6,14,pac-12,23.3,190.0,0.542,361,182,0.352,127,0.669,85,894.0,Kyle Kuzma,11.3,81.0,46.0,kyle-kuzma-1,476,1.1,18,0.233,84,0.321,27,17.7,271,0.565,12.8,62.0,277,0.56,155,27.0
1622,7.2,23,9.8,4.4,22,acc,19.0,97.0,0.573,178,102,0.59,105,0.619,65,553.0,Tony Bradley,18.6,98.0,69.0,tony-bradley-1,269,1.0,10,0.0,0,,0,18.8,195,0.59,9.9,25.0,178,0.573,102,20.7
1623,28.6,148,11.8,4.9,49,pac-12,10.5,104.0,0.578,404,205,0.45,182,0.813,148,1116.0,Derrick White,3.5,35.0,72.0,derrick-white-1,615,2.2,42,0.356,144,0.396,57,7.0,139,0.627,14.2,81.0,260,0.569,148,25.3
1624,18.8,106,12.1,1.0,10,big-east,17.6,179.0,0.59,463,236,0.367,170,0.747,127,1193.0,Josh Hart,5.8,51.0,81.0,josh-hart-1,673,2.9,56,0.395,183,0.404,74,12.2,230,0.619,11.5,71.0,280,0.579,162,27.8
1625,12.6,61,5.3,0.2,2,acc,8.3,67.0,0.564,281,133,0.363,102,0.755,77,895.0,Frank Jackson,3.1,23.0,85.0,frank-jackson-2,394,1.3,20,0.459,129,0.395,51,5.8,90,0.598,12.9,49.0,152,0.539,82,21.1
1626,14.3,79,8.5,1.5,16,acc,13.1,130.0,0.539,372,161,0.29,108,0.833,90,1165.0,Davon Reed,2.9,28.0,52.0,davon-reed-1,491,2.3,43,0.535,199,0.397,79,8.1,158,0.58,13.7,67.0,173,0.474,82,22.2
1627,22.9,121,7.6,1.2,12,big-12,20.0,185.0,0.532,314,151,0.506,159,0.767,122,1098.0,Wesley Iwundu,4.1,36.0,63.0,wesley-iwundu-1,456,1.9,35,0.271,85,0.376,32,12.3,221,0.585,17.2,81.0,229,0.52,119,22.3
1628,26.1,187,10.7,0.2,2,big-12,10.5,128.0,0.573,492,241,0.484,238,0.794,189,1301.0,Frank Mason,2.0,22.0,73.0,frank-mason-1,753,2.0,47,0.354,174,0.471,82,6.4,150,0.622,12.4,86.0,318,0.5,159,25.6
1629,10.9,48,6.7,3.3,31,pac-12,25.7,230.0,0.497,312,151,0.599,187,0.663,124,1012.0,Ivan Rabb,10.7,94.0,96.0,ivan-rabb-1,434,1.3,21,0.064,20,0.4,8,18.3,324,0.541,14.3,67.0,292,0.49,143,23.8
1630,7.8,33,5.4,4.2,27,,17.5,114.0,0.451,123,51,0.366,45,0.733,33,672.0,Jonah Bolden,5.8,36.0,64.0,jonah-bolden-1,144,1.7,21,0.293,36,0.25,9,11.8,150,0.499,15.3,26.0,87,0.483,42,12.1
1631,9.3,53,8.1,1.6,14,aac,15.0,160.0,0.572,431,210,0.508,219,0.785,172,1195.0,Semi Ojeleye,8.4,80.0,62.0,semi-ojeleye-1,665,0.8,15,0.399,172,0.424,73,11.9,240,0.621,8.5,50.0,259,0.529,137,25.9
1632,11.4,70,13.6,8.5,88,pac-12,22.4,230.0,0.641,269,171,0.435,117,0.701,82,1124.0,Jordan Bell,12.2,112.0,68.0,jordan-bell-1,427,2.5,49,0.052,14,0.214,3,17.6,342,0.658,18.8,75.0,255,0.659,168,18.0
1633,43.6,204,9.1,0.5,4,big-12,11.0,86.0,0.475,482,211,0.396,191,0.812,155,936.0,Jawun Evans,2.8,24.0,74.0,jawun-evans-1,613,3.3,57,0.197,95,0.379,36,6.8,110,0.535,13.6,90.0,387,0.452,175,32.7
1634,11.6,61,4.3,0.4,4,acc,12.0,112.0,0.51,489,221,0.282,138,0.754,104,1008.0,Dwayne Bacon,4.0,35.0,55.0,dwayne-bacon-1,603,1.9,35,0.35,171,0.333,57,8.1,147,0.544,11.4,71.0,318,0.516,164,29.4
1635,10.7,67,6.3,0.4,4,pac-12,9.6,102.0,0.575,405,189,0.343,139,0.755,105,1169.0,Tyler Dorsey,3.5,33.0,57.0,tyler-dorsey-1,571,1.5,30,0.514,208,0.423,88,6.7,135,0.606,11.1,59.0,197,0.513,101,22.9
1636,9.8,50,7.5,5.7,52,big-ten,17.2,150.0,0.56,285,148,0.519,148,0.73,108,954.0,Thomas Bryant,9.7,76.0,104.0,thomas-bryant-1,427,1.6,26,0.211,60,0.383,23,13.7,226,0.601,18.0,78.0,225,0.556,125,22.2
1637,6.9,36,7.9,0.6,5,aac,18.1,173.0,0.595,430,202,0.123,53,0.83,44,1098.0,Damyean Dotson,5.1,49.0,53.0,damyean-dotson-1,556,1.6,29,0.567,244,0.443,108,11.5,222,0.611,6.8,33.0,186,0.505,94,23.1
1638,23.1,95,8.6,2.0,16,pac-12,9.7,78.0,0.556,422,206,0.299,126,0.754,95,886.0,Dillon Brooks,4.8,35.0,97.0,dillon-brooks-1,564,2.5,38,0.336,142,0.401,57,7.4,113,0.585,13.0,72.0,280,0.532,149,31.6
1639,17.9,105,9.6,2.2,19,aac,16.9,172.0,0.546,351,161,0.313,110,0.791,87,1143.0,Sterling Brown,6.0,55.0,91.0,sterling-brown-2,470,2.7,50,0.387,136,0.449,61,11.7,227,0.583,14.6,69.0,215,0.465,100,21.9
1640,2.3,6,2.7,8.8,35,pac-12,19.9,76.0,0.564,101,57,0.426,43,0.535,23,377.0,Ike Anigbogu,13.2,41.0,72.0,ike-anigbogu-1,137,0.7,5,0.0,0,,0,16.9,117,0.564,16.5,24.0,101,0.564,57,18.4
1641,19.1,86,16.2,3.4,30,sec,16.3,144.0,0.51,439,195,0.59,259,0.83,215,1051.0,Sindarius Thornwell,8.0,77.0,71.0,sindarius-thornwell-1,663,3.6,66,0.337,148,0.392,58,11.9,221,0.59,11.9,76.0,291,0.471,137,29.5
1642,32.0,217,10.7,0.8,10,big-12,11.3,129.0,0.523,465,216,0.239,111,0.802,89,1237.0,Monte Morris,3.7,40.0,51.0,monte-morris-1,575,2.4,53,0.308,143,0.378,54,7.6,169,0.555,7.5,42.0,322,0.503,162,22.8
1643,30.2,105,7.9,2.7,16,big-east,13.7,80.0,0.507,211,101,0.645,136,0.735,100,696.0,Edmond Sumner,1.8,11.0,51.0,edmond-sumner-1,314,2.3,27,0.209,44,0.273,12,7.6,91,0.57,17.4,58.0,167,0.533,89,24.0
1644,17.8,101,9.1,2.3,21,pac-12,13.8,125.0,0.521,236,107,0.492,116,0.741,86,1020.0,Kadeem Allen,1.5,12.0,83.0,kadeem-allen-1,332,3.1,53,0.318,75,0.427,32,8.1,137,0.57,18.3,65.0,161,0.466,75,18.1
1645,14.8,64,6.4,1.2,11,horizon,23.3,219.0,0.528,468,218,0.415,194,0.887,172,1019.0,Alec Peters,8.5,74.0,64.0,alec-peters-1,666,1.3,23,0.342,160,0.363,58,16.2,293,0.594,11.2,71.0,308,0.519,160,30.8
1646,25.6,179,11.8,0.2,3,wcc,15.7,205.0,0.533,453,220,0.4,181,0.867,157,1248.0,Nigel Williams-Goss,2.2,22.0,60.0,nigel-williams-goss-1,640,2.9,64,0.258,117,0.368,43,9.8,227,0.594,13.1,81.0,336,0.527,177,24.6
1647,7.7,28,5.0,0.8,6,pac-12,13.2,101.0,0.542,318,140,0.173,55,0.764,42,863.0,Jabari Bird,3.5,26.0,52.0,jabari-bird-1,387,1.3,18,0.56,178,0.365,65,8.4,127,0.562,12.7,50.0,140,0.536,75,23.5
1648,9.7,51,5.6,2.9,30,acc,15.5,148.0,0.526,441,220,0.381,168,0.714,120,1133.0,Jaron Blossomgame,5.9,59.0,53.0,jaron-blossomgame-1,584,1.4,27,0.213,94,0.255,24,10.6,207,0.561,9.7,56.0,347,0.565,196,25.9
1649,10.2,57,10.9,6.1,66,pac-12,28.2,287.0,0.625,451,276,0.424,191,0.733,140,1172.0,Deandre Ayton,13.5,118.0,81.0,deandre-ayton-1,704,1.0,20,0.078,35,0.343,12,21.4,405,0.65,11.3,69.0,416,0.635,264,26.6
1650,8.8,50,10.7,2.6,29,acc,21.5,234.0,0.64,440,270,0.475,209,0.627,131,1118.0,Marvin Bagley III,13.8,132.0,60.0,marvin-bagleyiii-1,694,1.4,27,0.132,58,0.397,23,17.9,366,0.643,12.2,75.0,382,0.647,247,26.3
1651,9.3,39,15.4,14.3,106,big-ten,19.7,151.0,0.595,232,119,0.573,133,0.797,106,764.0,Jaren Jackson Jr.,8.8,52.0,112.0,jaren-jacksonjr-1,382,1.6,21,0.414,96,0.396,38,15.0,203,0.647,17.4,62.0,136,0.596,81,23.5
1652,48.6,279,11.7,0.7,8,big-12,10.0,111.0,0.518,618,261,0.443,274,0.861,236,1133.0,Trae Young,1.3,14.0,57.0,trae-young-1,876,2.5,54,0.531,328,0.36,118,5.8,125,0.585,18.2,167.0,290,0.493,143,37.1
1653,3.6,15,11.2,13.1,111,big-12,28.2,220.0,0.567,270,146,0.441,119,0.681,81,906.0,Mohamed Bamba,12.2,96.0,76.0,mohamed-bamba-1,387,1.5,23,0.189,51,0.275,14,20.2,316,0.593,12.3,46.0,219,0.603,132,21.3
1654,13.0,74,13.5,7.6,76,acc,23.2,226.0,0.591,319,179,0.527,168,0.738,124,997.0,Wendell Carter Jr.,12.8,109.0,105.0,wendell-carterjr-1,501,1.7,30,0.144,46,0.413,19,18.4,335,0.628,15.8,75.0,273,0.586,160,22.8
1655,27.8,119,6.5,0.3,3,sec,9.8,90.0,0.498,438,196,0.575,252,0.778,196,987.0,Collin Sexton,4.1,34.0,81.0,collin-sexton-1,632,1.6,28,0.299,131,0.336,44,7.0,124,0.567,14.2,92.0,307,0.495,152,32.9
1656,8.7,53,4.8,1.0,10,sec,14.5,167.0,0.51,440,196,0.373,164,0.774,127,1198.0,Kevin Knox,3.3,33.0,82.0,kevin-knox-1,576,1.5,31,0.38,167,0.341,57,9.3,200,0.556,14.1,85.0,273,0.509,139,24.6
1657,10.6,77,13.2,3.5,43,big-east,13.8,158.0,0.623,475,244,0.282,134,0.851,114,1285.0,Mikal Bridges,5.2,54.0,86.0,mikal-bridges-1,706,2.7,61,0.503,239,0.435,104,9.7,212,0.655,9.1,54.0,236,0.593,140,23.2
1658,28.8,189,9.1,1.7,18,sec,10.0,120.0,0.516,377,183,0.464,175,0.817,143,1248.0,Shai Gilgeous-Alexander,3.2,33.0,62.0,shai-gilgeous-alexander-1,532,2.8,61,0.151,57,0.404,23,6.8,153,0.578,17.9,100.0,320,0.5,160,21.9
1659,16.9,92,9.2,2.5,26,big-ten,18.2,194.0,0.535,457,209,0.239,109,0.853,93,1067.0,Miles Bridges,5.2,43.0,53.0,miles-bridges-1,582,1.2,21,0.427,195,0.364,71,12.5,237,0.572,11.6,67.0,262,0.527,138,27.1
1660,19.5,116,4.4,0.4,5,acc,9.7,109.0,0.564,513,249,0.343,176,0.83,146,1260.0,Jerome Robinson,1.5,17.0,88.0,jerome-robinson-2,725,1.4,30,0.386,198,0.409,81,5.6,126,0.608,13.9,96.0,315,0.533,168,27.3
1661,4.6,1,-5.0,2.0,1,sec,32.5,16.0,0.383,30,10,0.3,9,0.778,7,53.0,Michael Porter Jr.,9.4,4.0,6.0,michael-porterjr-1,30,3.4,3,0.333,10,0.3,3,21.8,20,0.438,8.0,3.0,20,0.35,7,36.5
1662,18.7,111,4.3,0.8,7,pac-12,18.0,164.0,0.494,322,143,0.326,105,0.743,78,1093.0,Troy Brown,5.9,53.0,78.0,troy-brown-5,396,2.9,55,0.342,110,0.291,32,12.0,217,0.532,18.8,86.0,212,0.524,111,21.0
1663,12.6,66,12.0,4.8,42,big-12,11.1,102.0,0.588,277,154,0.458,127,0.717,91,1051.0,Zhaire Smith,9.6,83.0,67.0,zhaire-smith-1,417,2.3,42,0.144,40,0.45,18,10.4,185,0.618,10.8,41.0,237,0.574,136,18.3
1664,20.0,139,9.6,0.7,8,big-east,13.9,144.0,0.59,391,188,0.274,107,0.71,76,1170.0,Donte DiVincenzo,4.9,46.0,83.0,donte-divincenzo-1,537,2.0,42,0.542,212,0.401,85,9.6,190,0.608,15.2,79.0,179,0.575,103,22.4
1665,13.0,61,4.8,1.8,15,acc,9.2,70.0,0.503,318,132,0.204,65,0.738,48,888.0,Lonnie Walker,1.7,13.0,51.0,lonnie-walker-2,368,2.0,30,0.509,162,0.346,56,5.5,83,0.527,9.6,37.0,156,0.487,76,22.4
1666,20.3,108,8.7,2.1,21,big-ten,12.9,130.0,0.616,322,162,0.307,99,0.758,75,1101.0,Kevin Huerter,3.7,31.0,76.0,kevin-huerter-1,472,1.1,20,0.543,175,0.417,73,8.8,161,0.64,17.8,80.0,147,0.605,89,21.5
1667,15.6,59,6.8,2.8,23,acc,13.1,96.0,0.475,320,133,0.506,162,0.821,133,873.0,Josh Okogie,7.3,54.0,70.0,josh-okogie-1,437,2.9,42,0.313,100,0.38,38,10.2,150,0.55,13.3,61.0,220,0.432,95,27.3
1668,21.2,172,9.4,0.2,2,acc,8.0,103.0,0.536,433,181,0.293,127,0.85,108,1319.0,Grayson Allen,1.8,20.0,79.0,grayson-allen-1,572,2.8,64,0.637,276,0.37,102,5.1,123,0.58,13.8,79.0,157,0.503,79,20.7
