year,player,affiliation,overall_pick,position,lane_agility,shuttle_run,sprint,standing_leap,max_leap,bench_press,body_fat,hand_length,hand_width,height_no_shoes,height_shoes,reach,weight,wingspan,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_rebound_percentage,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goals,free_throw_attempt_rate,free_throw_attempt,free_throw_percentage,free_throws,minutes_played,offensive_rebound_percentage,offensive_rebounds,personal_fouls,points,steal_percentage,steals,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,player_id,classification
2010,Cole Aldrich,Kansas,11,C,11.48,3.1,3.35,23.0,28.0,10.0,8.5,9.0,9.25,81.0,83.25,111.5,236.0,88.75,5.8,31,13.0,125,,big-12,25.4,244.0,0.562,265,149,0.6,159,0.679,108,963.0,13.6,110.0,92.0,406,1.6,27,0.0,0,,0,20.0,354,0.596,14.1,56.0,265,0.562,149,19.9,cole-aldrich-1,Exclude
2018,Collin Sexton,Alabama,8,G,11.11,3.04,3.22,30.1,36.1,8.78,5.6,8.25,8.5,72.5,73.5,98.5,183.0,79.25,27.8,119,0.3,3,6.5,,9.8,90.0,0.498,438,196,0.575,252,0.778,196,987.0,4.1,34.0,81.0,632,1.6,28,0.299,131,0.336,44,7.0,124,0.5670000000000001,14.2,92.0,307,0.495,152,32.9,collin-sexton-1,Exclude
2018,Collin Sexton,Alabama,8,G,11.11,3.04,3.22,30.1,36.1,8.78,5.6,8.25,8.5,72.5,73.5,98.5,183.0,79.25,27.8,119,0.3,3,6.5,sec,9.8,90.0,0.498,438,196,0.575,252,0.778,196,987.0,4.1,34.0,81.0,632,1.6,28,0.299,131,0.336,44,7.0,124,0.5670000000000001,14.2,92.0,307,0.495,152,32.9,collin-sexton-1,Exclude
2007,Corey Brewer,Florida,7,F,11.69,3.1,3.22,30.5,36.5,11.0,4.2,8.95,9.59,78.0,79.75,103.0,185.0,80.25,19.1,300,1.1,44,,,,329.0,0.535,890,427,0.431,384,0.708,272,2939.0,,140.0,242.0,1225,,176,0.312,278,0.35600000000000004,99,9.2,469,0.5710000000000001,19.1,253.0,612,0.536,328,21.6,corey-brewer-1,Role Player
2007,Corey Brewer,Florida,7,F,11.69,3.1,3.22,30.5,36.5,11.0,4.2,8.95,9.59,78.0,79.75,103.0,185.0,80.25,,109,,15,,sec,,133.0,0.531,356,169,0.435,155,0.723,112,1053.0,,40.0,72.0,490,,69,0.33399999999999996,119,0.336,40,,173,0.57,17.8,93.0,237,0.544,129,,corey-brewer-1,Role Player
2002,Corsley Edwards,Central Connecticut State,57,F,12.18,3.1,3.31,28.5,33.0,12.0,7.79,8.95,9.59,79.25,80.81,106.5,285.0,82.75,,93,,198,,,,271.0,0.509,1280,652,0.485,621,0.688,427,3398.0,,228.0,193.0,1731,,116,0.002,2,0.0,0,,967,0.55,12.4,118.0,1278,0.51,652,,corsley-edwards-1,Exclude
2002,Corsley Edwards,Central Connecticut State,57,F,12.18,3.1,3.31,28.5,33.0,12.0,7.79,8.95,9.59,79.25,80.81,106.5,285.0,82.75,,33,,48,,northeast,,150.0,0.504,353,178,0.51,180,0.7609999999999999,137,992.0,,128.0,77.0,493,,44,0.0,0,,0,,278,0.562,13.9,71.0,353,0.504,178,,corsley-edwards-1,Exclude
2014,Cory Jefferson,Baylor,60,F,12.63,3.39,3.36,33.0,37.5,11.36,5.25,8.75,9.75,79.75,81.0,105.0,218.4,84.5,4.2,51,6.6,166,6.5,,21.3,479.0,0.5539999999999999,794,431,0.534,424,0.66,280,2589.0,11.1,243.0,226.0,1159,1.0,42,0.063,50,0.34,17,16.3,722,0.5820000000000001,9.2,101.0,744,0.556,414,21.4,cory-jefferson-1,Exclude
2014,Cory Jefferson,Baylor,60,F,12.63,3.39,3.36,33.0,37.5,11.36,5.25,8.75,9.75,79.75,81.0,105.0,218.4,84.5,7.4,37,4.7,49,6.0,big-12,21.0,205.0,0.519,368,184,0.5820000000000001,214,0.64,137,1103.0,11.6,107.0,83.0,519,0.8,15,0.10300000000000001,38,0.368,14,16.4,312,0.5529999999999999,9.8,51.0,330,0.515,170,24.2,cory-jefferson-1,Exclude
2011,Cory Joseph,Texas,29,G,10.75,3.04,3.27,27.5,35.0,5.0,9.7,8.5,10.5,74.0,75.25,99.0,186.2,77.5,17.3,109,0.9,11,7.7,,9.5,105.0,0.503,322,136,0.22699999999999998,73,0.6990000000000001,51,1166.0,2.2,23.0,65.0,375,1.9,37,0.391,126,0.413,52,6.0,128,0.526,13.1,54.0,196,0.429,84,17.3,cory-joseph-1,Starter
2011,Cory Joseph,Texas,29,G,10.75,3.04,3.27,27.5,35.0,5.0,9.7,8.5,10.5,74.0,75.25,99.0,186.2,77.5,17.3,109,0.9,11,7.7,big-12,9.5,105.0,0.503,322,136,0.22699999999999998,73,0.6990000000000001,51,1166.0,2.2,23.0,65.0,375,1.9,37,0.391,126,0.413,52,6.0,128,0.526,13.1,54.0,196,0.429,84,17.3,cory-joseph-1,Starter
2000,Courtney Alexander,Fresno State,13,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,,249,,21,,,,,0.503,1767,805,0.248,438,0.767,336,3456.0,,,200.0,2112,,127,0.259,458,0.36200000000000004,166,,441,0.535,10.0,220.0,1309,0.488,639,,courtney-alexander-1,Bust
2000,Courtney Alexander,Fresno State,13,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,,94,,4,,wac,,,0.498,564,252,0.243,137,0.7809999999999999,107,974.0,,,61.0,669,,37,0.31,175,0.331,58,,128,0.532,9.6,67.0,389,0.499,194,,courtney-alexander-1,Bust
2000,Courtney Alexander,Fresno State,13,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,,94,,4,,wac,,,0.498,564,252,0.243,137,0.7809999999999999,107,974.0,,,61.0,669,,37,0.31,175,0.331,58,,128,0.532,9.6,67.0,389,0.499,194,,courtney-alexander-1,Bust
2008,Courtney Lee,Western Kentucky,22,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,15.1,281,1.0,78,,,,448.0,0.535,1729,802,0.275,476,0.8170000000000001,389,3957.0,,215.0,321.0,2238,,242,0.353,611,0.401,245,10.4,663,0.5720000000000001,14.1,321.0,1118,0.498,557,25.4,courtney-lee-1,Role Player
2008,Courtney Lee,Western Kentucky,22,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,,75,,28,,sun-belt,,127.0,0.541,543,259,0.331,180,0.8220000000000001,148,1079.0,,48.0,87.0,735,,65,0.32,174,0.397,69,,175,0.585,11.8,84.0,369,0.515,190,,courtney-lee-1,Role Player
2010,Craig Brackins,Iowa State,21,F,11.65,3.1,3.39,26.0,35.0,6.0,7.9,9.5,11.25,80.5,81.75,109.0,229.0,84.0,12.2,153,2.7,99,,,19.4,573.0,0.47200000000000003,1285,572,0.349,449,0.726,326,3052.0,6.6,163.0,188.0,1539,1.3,52,0.184,236,0.292,69,13.6,736,0.514,11.6,196.0,1049,0.48,503,29.1,craig-brackins-1,Exclude
2010,Craig Brackins,Iowa State,21,F,11.65,3.1,3.39,26.0,35.0,6.0,7.9,9.5,11.25,80.5,81.75,109.0,229.0,84.0,13.1,69,3.3,38,,big-12,19.4,206.0,0.45,457,192,0.337,154,0.76,117,1124.0,6.6,67.0,64.0,528,1.3,25,0.19,87,0.31,27,13.2,273,0.498,11.4,68.0,370,0.446,165,26.1,craig-brackins-1,Exclude
2006,Craig Smith,Boston College,36,F,11.59,3.1,3.4,30.0,29.5,11.36,12.2,8.95,9.59,77.5,78.5,103.5,259.0,81.5,11.0,245,1.4,100,,,,725.0,0.563,1650,921,0.46299999999999997,764,0.643,491,4415.0,,389.0,374.0,2349,,167,0.040999999999999995,67,0.239,16,14.5,1114,0.583,12.7,293.0,1583,0.5720000000000001,905,27.0,craig-smith-1,Role Player
2006,Craig Smith,Boston College,36,F,11.59,3.1,3.4,30.0,29.5,11.36,12.2,8.95,9.59,77.5,78.5,103.5,259.0,81.5,,109,,29,,acc,,227.0,0.574,424,243,0.535,227,0.643,146,1305.0,,112.0,107.0,633,,44,0.027999999999999997,12,0.083,1,,339,0.595,14.3,89.0,412,0.5870000000000001,242,,craig-smith-1,Role Player
2002,Curtis Borchardt,Stanford,18,C,12.56,3.1,3.63,24.0,27.0,7.0,8.73,9.12,9.86,82.75,83.73,112.0,238.0,86.5,13.6,82,6.2,144,,,,275.0,0.552,436,233,0.631,275,0.691,190,1426.0,,129.0,151.0,671,,27,0.092,40,0.375,15,20.0,478,0.5920000000000001,13.7,90.0,396,0.551,218,23.4,curtis-borchardt-1,Exclude
2002,Curtis Borchardt,Stanford,18,C,12.56,3.1,3.63,24.0,27.0,7.0,8.73,9.12,9.86,82.75,83.73,112.0,238.0,86.5,13.6,59,6.2,83,,pac-10,,223.0,0.594,297,171,0.6940000000000001,206,0.67,138,896.0,,109.0,82.0,491,,17,0.091,27,0.40700000000000003,11,20.0,332,0.622,12.6,57.0,270,0.593,160,23.4,curtis-borchardt-1,Exclude
2015,D'Angelo Russell,Ohio State,2,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,30.1,175,1.1,11,11.7,,15.4,163.0,0.541,515,231,0.303,156,0.7559999999999999,118,1188.0,3.6,35.0,74.0,675,2.8,55,0.449,231,0.41100000000000003,95,9.8,198,0.573,14.8,102.0,284,0.479,136,30.2,dangelo-russell-1,Starter
2015,D'Angelo Russell,Ohio State,2,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,30.1,175,1.1,11,11.7,big-ten,15.4,163.0,0.541,515,231,0.303,156,0.7559999999999999,118,1188.0,3.6,35.0,74.0,675,2.8,55,0.449,231,0.41100000000000003,95,9.8,198,0.573,14.8,102.0,284,0.479,136,30.2,dangelo-russell-1,Starter
2008,D.J. Augustin,Texas,9,G,11.27,3.04,3.07,28.5,35.0,2.0,8.1,8.46,9.1,70.0,71.5,94.5,171.5,75.5,34.3,452,0.2,3,,,,170.0,0.51,894,396,0.447,400,0.8079999999999999,323,2662.0,,41.0,142.0,1234,,100,0.331,296,0.402,119,4.2,211,0.569,16.9,220.0,598,0.46299999999999997,277,20.9,dj-augustin-1,Role Player
2008,D.J. Augustin,Texas,9,G,11.27,3.04,3.07,28.5,35.0,2.0,8.1,8.46,9.1,70.0,71.5,94.5,171.5,75.5,,219,,0,,big-12,,92.0,0.506,551,242,0.401,221,0.7829999999999999,173,1417.0,,20.0,61.0,731,,47,0.35200000000000004,194,0.381,74,,112,0.557,13.8,105.0,357,0.47100000000000003,168,,dj-augustin-1,Role Player
2017,D.J. Wilson,Michigan,17,F,11.46,3.1,3.3,29.41,34.23,11.36,6.4,9.25,10.25,80.75,82.5,109.5,234.4,87.0,8.6,58,5.6,70,8.6,,16.0,165.0,0.5920000000000001,366,192,0.19399999999999998,71,0.8170000000000001,58,1337.0,6.2,62.0,97.0,491,1.2,25,0.369,135,0.363,49,11.2,227,0.614,11.5,52.0,231,0.619,143,19.0,dj-wilson-1,Exclude
2017,D.J. Wilson,Michigan,17,F,11.46,3.1,3.3,29.41,34.23,11.36,6.4,9.25,10.25,80.75,82.5,109.5,234.4,87.0,8.5,50,5.2,57,9.4,big-ten,16.5,146.0,0.605,305,164,0.19699999999999998,60,0.833,50,1155.0,6.6,57.0,72.0,419,1.1,20,0.361,110,0.373,41,11.6,203,0.628,11.2,42.0,195,0.631,123,18.3,dj-wilson-1,Exclude
2009,DaJuan Summers,Georgetown,35,F,10.94,3.1,3.17,29.5,34.5,15.0,6.6,8.95,9.59,79.25,80.5,106.5,243.0,84.75,9.7,129,1.8,64,,,,317.0,0.526,838,368,0.40700000000000003,341,0.727,248,2784.0,,127.0,240.0,1129,,99,0.49,411,0.353,145,9.9,444,0.565,18.4,225.0,427,0.522,223,24.2,dajuan-summers-1,Exclude
2009,DaJuan Summers,Georgetown,35,F,10.94,3.1,3.17,29.5,34.5,15.0,6.6,8.95,9.59,79.25,80.5,106.5,243.0,84.75,9.8,39,1.9,21,,big-east,,92.0,0.564,289,137,0.47100000000000003,136,0.713,97,910.0,,36.0,81.0,423,,35,0.467,135,0.385,52,8.7,128,0.598,18.6,81.0,154,0.552,85,25.7,dajuan-summers-1,Exclude
2007,Daequan Cook,Ohio State,21,G,11.12,3.04,3.22,30.0,34.5,4.0,7.0,8.46,9.1,75.0,77.75,101.5,203.0,80.25,,40,,10,,,,139.0,0.53,317,141,0.20800000000000002,66,0.6970000000000001,46,770.0,,28.0,66.0,382,,28,0.41,130,0.415,54,,167,0.5479999999999999,13.8,56.0,187,0.465,87,,daequan-cook-1,Role Player
2007,Daequan Cook,Ohio State,21,G,11.12,3.04,3.22,30.0,34.5,4.0,7.0,8.46,9.1,75.0,77.75,101.5,203.0,80.25,,40,,10,,big-ten,,139.0,0.53,317,141,0.20800000000000002,66,0.6970000000000001,46,770.0,,28.0,66.0,382,,28,0.41,130,0.415,54,,167,0.5479999999999999,13.8,56.0,187,0.465,87,,daequan-cook-1,Role Player
2003,Dahntay Jones,Duke,20,G,10.91,3.04,3.11,30.0,39.5,8.78,2.6,8.46,9.1,76.75,76.12,102.5,214.0,81.0,6.0,181,1.2,81,,,,225.0,0.491,1406,636,0.41,577,0.745,430,3907.0,,101.0,398.0,1811,,133,0.225,317,0.344,109,10.0,598,0.539,14.2,278.0,1089,0.484,527,26.2,dahntay-jones-1,Bust
2003,Dahntay Jones,Duke,20,G,10.91,3.04,3.11,30.0,39.5,8.78,2.6,8.46,9.1,76.75,76.12,102.5,214.0,81.0,6.0,29,1.2,18,,acc,,134.0,0.526,421,198,0.444,187,0.7490000000000001,140,1014.0,,46.0,101.0,583,,38,0.28,118,0.39799999999999996,47,10.0,180,0.5720000000000001,11.0,63.0,303,0.498,151,26.2,dahntay-jones-1,Bust
2002,Dajuan Wagner,Memphis,6,G,12.03,3.04,3.22,28.0,35.0,16.0,6.39,8.46,9.1,72.75,76.12,99.0,193.0,74.0,,128,,20,,,,71.0,0.461,647,265,0.355,230,0.722,166,1146.0,,18.0,101.0,762,,43,0.321,208,0.317,66,,89,0.504,12.2,105.0,439,0.45299999999999996,199,,dajuan-wagner-1,Exclude
2002,Dajuan Wagner,Memphis,6,G,12.03,3.04,3.22,28.0,35.0,16.0,6.39,8.46,9.1,72.75,76.12,99.0,193.0,74.0,,128,,20,,cusa,,71.0,0.461,647,265,0.355,230,0.722,166,1146.0,,18.0,101.0,762,,43,0.321,208,0.317,66,,89,0.504,12.2,105.0,439,0.45299999999999996,199,,dajuan-wagner-1,Exclude
2015,Dakari Johnson,Kentucky,48,C,11.76,2.94,3.62,22.5,25.0,4.0,14.9,9.25,10.5,83.0,83.75,112.0,264.6,86.0,6.7,40,5.2,59,8.1,,17.2,187.0,0.537,300,161,0.763,229,0.5589999999999999,128,1185.0,15.0,146.0,148.0,450,1.2,23,0.0,0,,0,16.2,333,0.55,14.1,67.0,300,0.537,161,20.6,dakari-johnson-1,Exclude
2015,Dakari Johnson,Kentucky,48,C,11.76,2.94,3.62,22.5,25.0,4.0,14.9,9.25,10.5,83.0,83.75,112.0,264.6,86.0,8.9,29,6.1,36,10.2,sec,19.1,112.0,0.506,156,79,0.9229999999999999,144,0.625,90,635.0,13.4,67.0,69.0,248,1.4,14,0.0,0,,0,16.5,179,0.5529999999999999,15.8,42.0,156,0.506,79,22.0,dakari-johnson-1,Exclude
2016,Damian Jones,Vanderbilt,30,C,11.35,3.12,3.2,36.0,37.0,10.79,6.55,8.75,10.5,82.25,83.5,107.0,243.6,87.75,6.3,71,6.4,167,3.5,,16.7,423.0,0.5670000000000001,897,508,0.584,524,0.565,296,2684.0,9.6,207.0,301.0,1313,0.9,37,0.009000000000000001,8,0.125,1,13.4,630,0.573,14.7,197.0,889,0.57,507,26.6,damian-jones-1,Exclude
2016,Damian Jones,Vanderbilt,30,C,11.35,3.12,3.2,36.0,37.0,10.79,6.55,8.75,10.5,82.25,83.5,107.0,243.6,87.75,10.2,38,5.9,54,6.7,sec,17.3,153.0,0.59,312,184,0.5379999999999999,168,0.536,90,866.0,9.9,74.0,108.0,458,0.5,8,0.01,3,0.0,0,13.9,227,0.584,14.2,65.0,309,0.595,184,26.8,damian-jones-1,Exclude
2012,Damian Lillard,Weber State,6,G,11.15,3.04,3.34,34.5,39.5,13.0,5.9,8.75,9.75,73.75,74.75,95.5,188.8,79.75,24.3,362,0.6,19,8.1,,14.2,401.0,0.54,1310,584,0.45799999999999996,600,0.867,520,3363.0,1.7,43.0,221.0,1934,2.3,129,0.48100000000000004,630,0.39,246,8.1,444,0.606,13.4,246.0,680,0.49700000000000005,338,28.6,damian-lillard-1,All-Star
2012,Damian Lillard,Weber State,6,G,11.15,3.04,3.34,34.5,39.5,13.0,5.9,8.75,9.75,73.75,74.75,95.5,188.8,79.75,27.1,128,0.7,7,8.8,big-sky,15.8,144.0,0.562,495,231,0.519,257,0.887,228,1105.0,1.9,17.0,62.0,784,2.5,47,0.465,230,0.409,94,9.0,161,0.635,10.7,74.0,265,0.517,137,33.0,damian-lillard-1,All-Star
2010,Damion James,Texas,24,F,10.89,3.1,3.2,29.0,33.0,13.0,9.6,9.25,8.5,78.25,79.75,107.0,226.6,84.75,7.5,163,3.0,163,,,23.9,900.0,0.514,1473,705,0.428,631,0.64,404,4156.0,11.0,418.0,391.0,1917,3.0,137,0.192,283,0.364,103,16.6,1318,0.541,12.7,259.0,1190,0.506,602,23.7,damion-james-1,Exclude
2010,Damion James,Texas,24,F,10.89,3.1,3.2,29.0,33.0,13.0,9.6,9.25,8.5,78.25,79.75,107.0,226.6,84.75,6.1,33,3.6,40,,big-12,23.9,243.0,0.544,419,210,0.5489999999999999,230,0.674,155,1029.0,11.0,107.0,100.0,611,3.0,57,0.22399999999999998,94,0.38299999999999995,36,17.6,350,0.578,11.6,69.0,325,0.535,174,26.3,damion-james-1,Exclude
2001,Damone Brown,Syracuse,36,F,11.81,3.1,3.27,32.0,37.0,6.0,6.7,8.95,9.59,80.25,80.81,104.5,202.0,83.75,,125,,96,,,,191.0,0.508,985,490,0.315,310,0.742,230,2864.0,,109.0,275.0,1230,,118,0.09,89,0.225,20,,683,0.5429999999999999,12.5,157.0,896,0.525,470,,damone-brown-1,Exclude
2001,Damone Brown,Syracuse,36,F,11.81,3.1,3.27,32.0,37.0,6.0,6.7,8.95,9.59,80.25,80.81,104.5,202.0,83.75,,56,,48,,big-east,,191.0,0.49700000000000005,437,215,0.36200000000000004,158,0.7909999999999999,125,1242.0,,109.0,92.0,559,,58,0.032,14,0.28600000000000003,4,,300,0.546,11.9,69.0,423,0.499,211,,damone-brown-1,Exclude
2017,Damyean Dotson,Houston,44,G,11.18,3.03,3.13,31.5,38.0,13.0,5.3,8.5,9.25,76.5,77.5,100.0,205.2,81.0,7.7,149,0.6,21,5.3,,15.1,509.0,0.551,1390,645,0.18,250,0.7959999999999999,199,3906.0,4.9,166.0,214.0,1732,1.5,101,0.46,639,0.38,243,10.0,675,0.574,9.3,154.0,751,0.535,402,21.5,damyean-dotson-1,Exclude
2017,Damyean Dotson,Houston,44,G,11.18,3.03,3.13,31.5,38.0,13.0,5.3,8.5,9.25,76.5,77.5,100.0,205.2,81.0,6.9,36,0.6,5,7.9,aac,18.1,173.0,0.595,430,202,0.12300000000000001,53,0.83,44,1098.0,5.1,49.0,53.0,556,1.6,29,0.5670000000000001,244,0.44299999999999995,108,11.5,222,0.611,6.8,33.0,186,0.505,94,23.1,damyean-dotson-1,Exclude
2002,Dan Dickau,Gonzaga,28,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,,362,,7,,,,147.0,0.578,841,379,0.441,371,0.8540000000000001,317,2215.0,,27.0,140.0,1290,,66,0.5529999999999999,465,0.462,215,,236,0.634,18.3,208.0,376,0.436,164,,dan-dickau-1,Exclude
2002,Dan Dickau,Gonzaga,28,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,,149,,4,,wcc,,80.0,0.574,442,195,0.43200000000000005,191,0.8640000000000001,165,1110.0,,15.0,61.0,672,,26,0.579,256,0.457,117,,95,0.631,14.7,92.0,186,0.419,78,,dan-dickau-1,Exclude
2002,Dan Gadzuric,California-Los Angeles,33,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,5.4,75,3.2,184,,,,340.0,0.5479999999999999,1000,548,0.425,425,0.449,191,2946.0,,190.0,342.0,1287,,88,0.001,1,0.0,0,16.9,802,0.535,15.2,216.0,999,0.5489999999999999,548,23.0,dan-gadzuric-1,Role Player
2002,Dan Gadzuric,California-Los Angeles,33,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,5.4,23,3.2,42,,pac-10,,163.0,0.5539999999999999,296,164,0.41600000000000004,123,0.47200000000000003,58,865.0,,92.0,89.0,386,,18,0.003,1,0.0,0,16.9,255,0.545,12.8,52.0,295,0.556,164,23.0,dan-gadzuric-1,Role Player
2000,Dan Langhi,Vanderbilt,31,F,10.85,3.1,3.24,31.0,34.5,12.0,7.79,8.95,9.59,81.0,80.81,104.0,197.5,80.0,,82,,26,,,,,0.508,1091,485,0.434,474,0.831,394,2464.0,,,140.0,1502,,58,0.33,360,0.38299999999999995,138,,559,0.5710000000000001,11.7,150.0,731,0.475,347,,dan-langhi-1,Exclude
2000,Dan Langhi,Vanderbilt,31,F,10.85,3.1,3.24,31.0,34.5,12.0,7.79,8.95,9.59,81.0,80.81,104.0,197.5,80.0,,23,,9,,sec,,,0.54,465,222,0.4,186,0.871,162,1033.0,,,56.0,664,,13,0.31,144,0.40299999999999997,58,,181,0.6,8.7,53.0,321,0.511,164,,dan-langhi-1,Exclude
2000,Dan McClintock,Northern Arizona,53,C,11.52,3.1,3.33,33.0,35.0,20.0,8.73,9.12,9.86,83.0,83.73,107.0,250.0,85.5,,79,,196,,,,,0.632,858,542,0.499,428,0.652,279,1716.0,,,176.0,1363,,40,0.001,1,0.0,0,,486,0.642,15.6,155.0,857,0.632,542,,dan-mcclintock-1,Exclude
2000,Dan McClintock,Northern Arizona,53,C,11.52,3.1,3.33,33.0,35.0,20.0,8.73,9.12,9.86,83.0,83.73,107.0,250.0,85.5,,36,,70,,big-sky,,,0.597,318,190,0.475,151,0.682,103,754.0,,,88.0,483,,11,0.0,0,,0,,202,0.62,12.8,57.0,318,0.597,190,,dan-mcclintock-1,Exclude
2005,Daniel Ewing,Duke,32,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,10.2,293,0.3,24,,,,265.0,0.519,1246,538,0.325,405,0.746,302,3827.0,,117.0,365.0,1595,,191,0.445,554,0.392,217,5.5,382,0.5539999999999999,15.2,258.0,692,0.46399999999999997,321,20.8,daniel-ewing-1,Exclude
2005,Daniel Ewing,Duke,32,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,,132,,13,,acc,,81.0,0.508,424,181,0.252,107,0.6920000000000001,74,1138.0,,23.0,99.0,505,,65,0.469,199,0.34700000000000003,69,,104,0.532,17.1,98.0,225,0.498,112,,daniel-ewing-1,Exclude
2006,Daniel Gibson,Texas,42,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,20.0,237,0.6,20,,,,189.0,0.5329999999999999,716,294,0.324,232,0.741,172,2246.0,,56.0,167.0,935,,104,0.631,452,0.387,175,6.1,245,0.5660000000000001,16.6,165.0,264,0.451,119,21.7,daniel-gibson-1,Role Player
2006,Daniel Gibson,Texas,42,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,17.8,116,0.7,12,,big-12,,91.0,0.531,402,163,0.23600000000000002,95,0.726,69,1228.0,,42.0,88.0,496,,49,0.662,266,0.38,101,6.2,133,0.555,13.5,70.0,136,0.456,62,20.9,daniel-gibson-1,Role Player
2016,Daniel Hamilton,Connecticut,56,G,11.48,3.2,3.4,26.0,29.0,8.78,5.95,9.0,8.5,78.25,80.0,103.5,197.0,81.0,27.8,298,1.4,28,6.4,,25.6,518.0,0.44299999999999995,777,298,0.237,184,0.772,142,2247.0,3.9,70.0,152.0,831,2.0,71,0.355,276,0.337,93,15.4,588,0.48100000000000004,16.1,166.0,501,0.409,205,24.9,daniel-hamilton-1,Exclude
2016,Daniel Hamilton,Connecticut,56,G,11.48,3.2,3.4,26.0,29.0,8.78,5.95,9.0,8.5,78.25,80.0,103.5,197.0,81.0,29.2,170,1.5,15,8.1,aac,27.0,288.0,0.444,411,159,0.243,100,0.86,86,1147.0,3.6,33.0,66.0,451,2.0,38,0.345,142,0.331,47,16.1,321,0.49200000000000005,15.6,85.0,269,0.41600000000000004,112,25.1,daniel-hamilton-1,Exclude
2010,Daniel Orton,Kentucky,29,C,12.32,3.1,3.39,24.0,30.5,13.0,13.8,8.5,9.75,80.75,81.5,110.5,269.2,88.25,5.0,15,10.6,53,,,16.3,81.0,0.527,91,48,0.6920000000000001,63,0.524,33,502.0,10.3,45.0,88.0,129,2.4,21,0.022000000000000002,2,0.0,0,13.5,126,0.5329999999999999,23.9,38.0,89,0.539,48,15.0,daniel-orton-1,Exclude
2010,Daniel Orton,Kentucky,29,C,12.32,3.1,3.39,24.0,30.5,13.0,13.8,8.5,9.75,80.75,81.5,110.5,269.2,88.25,5.0,15,10.6,53,,sec,16.3,81.0,0.527,91,48,0.6920000000000001,63,0.524,33,502.0,10.3,45.0,88.0,129,2.4,21,0.022000000000000002,2,0.0,0,13.5,126,0.5329999999999999,23.9,38.0,89,0.539,48,15.0,daniel-orton-1,Exclude
2009,Danny Green,North Carolina,46,G,11.3,3.04,3.3,29.0,33.0,15.0,5.6,8.46,9.1,77.25,78.5,103.0,208.0,82.0,15.1,256,3.6,154,,,,386.0,0.54,1079,491,0.222,239,0.845,202,2889.0,,204.0,277.0,1368,,160,0.455,491,0.375,184,10.9,590,0.574,14.9,209.0,588,0.522,307,22.3,danny-green-1,Starter
2009,Danny Green,North Carolina,46,G,11.3,3.04,3.3,29.0,33.0,15.0,5.6,8.46,9.1,77.25,78.5,103.0,208.0,82.0,16.3,104,3.4,51,,acc,,108.0,0.569,391,184,0.156,61,0.852,52,1040.0,,70.0,84.0,497,,67,0.47100000000000003,184,0.418,77,8.9,178,0.5920000000000001,13.0,63.0,207,0.517,107,20.5,danny-green-1,Starter
2009,Dante Cunningham,Villanova,33,F,11.18,3.1,3.26,28.0,35.0,18.0,4.8,8.95,9.59,79.0,80.25,106.5,227.4,83.0,6.6,133,2.1,117,,,,475.0,0.524,981,514,0.449,440,0.693,305,3780.0,,344.0,384.0,1334,,162,0.003,3,0.33299999999999996,1,12.0,819,0.561,17.0,244.0,978,0.525,513,15.3,dante-cunningham-1,Role Player
