year,player,affiliation,overall_pick,position,lane_agility,shuttle_run,sprint,standing_leap,max_leap,bench_press,body_fat,hand_length,hand_width,height_no_shoes,height_shoes,reach,weight,wingspan,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_rebound_percentage,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goals,free_throw_attempt_rate,free_throw_attempt,free_throw_percentage,free_throws,minutes_played,offensive_rebound_percentage,offensive_rebounds,personal_fouls,points,steal_percentage,steals,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,player_id,classification
2010,Jerome Jordan,Tulsa,44,C,11.96,3.1,3.42,27.58,31.48,10.79,6.9,9.0,10.25,83.5,84.75,113.0,244.2,89.25,9.8,44,7.5,82,,cusa,24.0,233.0,0.5489999999999999,335,184,0.746,250,0.688,172,1043.0,9.6,84.0,98.0,540,0.9,16,0.0,0,,0,17.2,317,0.595,14.8,79.0,335,0.5489999999999999,184,26.0,jerome-jordan-1,Exclude
2018,Jerome Robinson,Boston College,13,G,11.11,3.04,3.22,30.1,36.1,8.78,6.05,9.0,10.0,76.0,77.0,98.0,188.4,79.25,20.6,294,0.8,24,2.7,,11.1,297.0,0.514,1249,562,0.327,408,0.755,308,3118.0,1.7,46.0,226.0,1591,2.1,117,0.33899999999999997,423,0.376,159,6.3,343,0.551,15.2,259.0,826,0.488,403,27.4,jerome-robinson-2,Exclude
2018,Jerome Robinson,Boston College,13,G,11.11,3.04,3.22,30.1,36.1,8.78,6.05,9.0,10.0,76.0,77.0,98.0,188.4,79.25,19.5,116,0.4,5,4.4,acc,9.7,109.0,0.564,513,249,0.34299999999999997,176,0.83,146,1260.0,1.5,17.0,88.0,725,1.4,30,0.386,198,0.409,81,5.6,126,0.608,13.9,96.0,315,0.5329999999999999,168,27.3,jerome-robinson-2,Exclude
2008,Jerryd Bayless,Arizona,11,G,11.26,3.04,3.07,31.0,38.0,10.0,4.7,8.46,9.1,73.75,75.0,97.0,204.0,75.5,25.0,121,0.2,3,,,,69.0,0.536,378,173,0.59,223,0.8390000000000001,187,1072.0,,13.0,66.0,592,,29,0.384,145,0.40700000000000003,59,4.9,82,0.612,15.5,89.0,233,0.489,114,29.2,jerryd-bayless-1,Role Player
2008,Jerryd Bayless,Arizona,11,G,11.26,3.04,3.07,31.0,38.0,10.0,4.7,8.46,9.1,73.75,75.0,97.0,204.0,75.5,25.0,121,0.2,3,,pac-10,,69.0,0.536,378,173,0.59,223,0.8390000000000001,187,1072.0,,13.0,66.0,592,,29,0.384,145,0.40700000000000003,59,4.9,82,0.612,15.5,89.0,233,0.489,114,29.2,jerryd-bayless-1,Role Player
2001,Jeryl Sasser,Southern Methodist,22,G,11.47,3.04,3.22,29.0,34.0,1.0,6.7,8.46,9.1,77.5,76.12,103.5,194.0,82.5,,369,,67,,,,141.0,0.433,1711,674,0.42100000000000004,720,0.71,511,3117.0,,101.0,149.0,1992,,197,0.278,475,0.28,133,,976,0.485,12.8,238.0,1236,0.43799999999999994,541,,jeryl-sasser-1,Exclude
2001,Jeryl Sasser,Southern Methodist,22,G,11.47,3.04,3.22,29.0,34.0,1.0,6.7,8.46,9.1,77.5,76.12,103.5,194.0,82.5,,22,,16,,wac,,141.0,0.435,431,170,0.37799999999999995,163,0.718,117,1011.0,,101.0,62.0,492,,41,0.28300000000000003,122,0.287,35,,242,0.484,10.9,62.0,309,0.43700000000000006,135,,jeryl-sasser-1,Exclude
2018,Jevon Carter,West Virginia,32,G,11.04,3.05,3.18,29.0,36.5,14.0,4.15,9.25,8.5,72.25,73.5,95.0,196.2,76.25,24.3,559,1.0,34,10.4,,11.7,407.0,0.491,1441,587,0.298,430,0.7979999999999999,343,4299.0,3.2,131.0,358.0,1758,4.4,330,0.47100000000000003,678,0.355,241,7.1,538,0.534,13.8,264.0,763,0.45299999999999996,346,21.0,jevon-carter-1,Exclude
2018,Jevon Carter,West Virginia,32,G,11.04,3.05,3.18,29.0,36.5,14.0,4.15,9.25,8.5,72.25,73.5,95.0,196.2,76.25,36.2,246,1.2,13,12.5,big-12,13.1,143.0,0.498,509,215,0.305,155,0.858,133,1313.0,2.4,29.0,111.0,640,4.9,112,0.385,196,0.39299999999999996,77,7.5,172,0.5489999999999999,14.4,98.0,313,0.441,138,25.0,jevon-carter-1,Exclude
2011,Jimmer Fredette,Brigham Young,10,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,26.3,515,0.3,12,9.5,,8.3,292.0,0.535,1843,838,0.386,711,0.882,627,4119.0,2.4,75.0,172.0,2599,2.1,167,0.408,752,0.39399999999999996,296,5.0,367,0.596,13.8,350.0,1091,0.49700000000000005,542,30.5,jimmer-fredette-1,Role Player
2011,Jimmer Fredette,Brigham Young,10,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,28.8,160,0.1,1,9.5,mwc,8.3,103.0,0.5329999999999999,765,346,0.369,282,0.894,252,1323.0,2.0,24.0,49.0,1068,2.1,49,0.409,313,0.396,124,5.2,127,0.594,12.7,131.0,452,0.491,222,37.8,jimmer-fredette-1,Role Player
2011,Jimmy Butler,Marquette,30,F,11.12,3.1,3.15,32.0,39.0,14.0,5.4,9.0,9.0,78.0,79.75,101.5,222.2,79.5,11.2,180,1.6,50,9.4,,13.2,332.0,0.531,768,390,0.7759999999999999,596,0.773,461,3134.0,8.5,247.0,183.0,1277,2.4,115,0.122,94,0.38299999999999995,36,11.1,579,0.607,9.5,110.0,674,0.525,354,19.0,jimmy-butler-1,All-Star
2011,Jimmy Butler,Marquette,30,F,11.12,3.1,3.15,32.0,39.0,14.0,5.4,9.0,9.0,78.0,79.75,101.5,222.2,79.5,13.2,86,1.1,13,9.4,big-east,12.0,135.0,0.516,382,187,0.628,240,0.7829999999999999,188,1282.0,8.2,90.0,49.0,582,2.4,53,0.152,58,0.345,20,10.1,225,0.5870000000000001,9.8,54.0,324,0.515,167,21.3,jimmy-butler-1,All-Star
2007,Joakim Noah,Florida,9,F,11.79,3.1,3.47,32.5,37.5,12.0,4.8,8.95,9.59,82.0,84.0,106.5,223.0,85.25,16.0,185,6.4,186,,,,476.0,0.617,667,411,0.679,453,0.684,310,2279.0,,211.0,220.0,1133,,95,0.003,2,0.5,1,16.5,687,0.642,18.0,193.0,665,0.617,410,24.2,joakim-noah-1,Starter
2007,Joakim Noah,Florida,9,F,11.79,3.1,3.47,32.5,37.5,12.0,4.8,8.95,9.59,82.0,84.0,106.5,223.0,85.25,,90,,72,,sec,,235.0,0.609,285,173,0.698,199,0.6629999999999999,132,1034.0,,102.0,90.0,479,,45,0.004,1,1.0,1,,337,0.631,20.9,100.0,284,0.606,172,,joakim-noah-1,Starter
2009,Jodie Meeks,Kentucky,41,G,10.96,3.04,3.1,28.5,37.0,14.0,8.0,8.46,9.1,75.0,76.0,98.0,211.4,76.5,11.9,130,0.3,8,,,,191.0,0.536,883,385,0.381,336,0.89,299,2243.0,,56.0,132.0,1246,,86,0.52,459,0.386,177,6.0,247,0.598,12.4,148.0,424,0.491,208,29.8,jodie-meeks-1,Starter
2009,Jodie Meeks,Kentucky,41,G,10.96,3.04,3.1,28.5,37.0,14.0,8.0,8.46,9.1,75.0,76.0,98.0,211.4,76.5,11.7,63,0.3,5,,sec,,103.0,0.5660000000000001,568,263,0.41200000000000003,234,0.902,211,1237.0,,19.0,69.0,854,,48,0.507,288,0.406,117,5.7,122,0.629,12.4,96.0,280,0.521,146,30.9,jodie-meeks-1,Starter
2008,Joe Alexander,West Virginia,8,F,11.33,3.1,2.99,32.5,38.5,24.0,5.8,8.95,9.59,79.25,80.25,106.0,220.0,83.5,16.5,160,3.7,99,,,,270.0,0.478,821,367,0.326,268,0.765,205,2072.0,,123.0,183.0,990,,49,0.21100000000000002,173,0.295,51,11.4,393,0.522,13.4,147.0,648,0.488,316,27.6,joe-alexander-1,Exclude
2008,Joe Alexander,West Virginia,8,F,11.33,3.1,2.99,32.5,38.5,24.0,5.8,8.95,9.59,79.25,80.25,106.0,220.0,83.5,16.7,88,3.7,54,,big-east,,163.0,0.474,474,219,0.409,194,0.8140000000000001,158,1137.0,,68.0,103.0,607,,26,0.086,41,0.268,11,11.8,231,0.536,12.4,80.0,433,0.48,208,28.9,joe-alexander-1,Exclude
2008,Joe Crawford,Kentucky,58,G,11.67,3.04,3.22,31.0,36.0,13.0,7.6,8.46,9.1,75.0,76.0,99.5,213.0,77.75,11.7,191,0.5,26,,,,276.0,0.518,1169,512,0.278,325,0.7020000000000001,228,3213.0,,150.0,238.0,1438,,61,0.455,532,0.35,186,8.1,426,0.5429999999999999,13.0,198.0,637,0.512,326,24.9,joe-crawford-1,Exclude
2008,Joe Crawford,Kentucky,58,G,11.67,3.04,3.22,31.0,36.0,13.0,7.6,8.46,9.1,75.0,76.0,99.5,213.0,77.75,16.0,64,0.4,5,,sec,,78.0,0.547,401,188,0.324,130,0.762,99,1009.0,,31.0,81.0,538,,17,0.431,173,0.364,63,6.7,109,0.581,15.2,83.0,228,0.5479999999999999,125,28.9,joe-crawford-1,Exclude
2014,Joe Harris,Virginia,33,G,11.11,2.92,3.31,28.5,33.5,8.78,6.2,8.5,9.75,76.75,78.25,100.0,215.0,78.0,14.6,254,1.4,48,7.8,,12.4,393.0,0.5479999999999999,1276,568,0.324,414,0.722,299,4084.0,3.7,116.0,307.0,1698,1.9,116,0.506,646,0.40700000000000003,263,8.1,509,0.5770000000000001,12.6,213.0,630,0.484,305,23.6,joe-harris--1,Role Player
2014,Joe Harris,Virginia,33,G,11.11,2.92,3.31,28.5,33.5,8.78,6.2,8.5,9.75,76.75,78.25,100.0,215.0,78.0,18.1,84,0.9,8,9.6,acc,9.8,87.0,0.547,338,149,0.337,114,0.64,73,1066.0,2.7,22.0,88.0,443,2.2,35,0.5329999999999999,180,0.4,72,6.3,109,0.565,10.9,48.0,158,0.48700000000000004,77,23.3,joe-harris--1,Role Player
2001,Joe Johnson,Arkansas,10,F,12.05,3.1,3.4,32.5,36.5,12.0,6.7,8.95,9.59,78.75,80.81,105.0,226.0,81.0,,127,,24,,,,126.0,0.515,648,302,0.262,170,0.753,128,1605.0,,67.0,90.0,795,,88,0.239,155,0.406,63,,325,0.545,15.3,132.0,493,0.485,239,,joe-johnson-1,Role Player
2001,Joe Johnson,Arkansas,10,F,12.05,3.1,3.4,32.5,36.5,12.0,6.7,8.95,9.59,78.75,80.81,105.0,226.0,81.0,,77,,12,,sec,,126.0,0.519,346,162,0.263,91,0.747,68,873.0,,67.0,46.0,427,,43,0.228,79,0.44299999999999995,35,,193,0.5489999999999999,15.2,70.0,267,0.47600000000000003,127,,joe-johnson-1,Role Player
2015,Joe Young,Oregon,43,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,16.5,351,0.2,8,4.6,,10.3,391.0,0.537,1718,778,0.302,519,0.8859999999999999,460,4333.0,2.4,85.0,194.0,2304,1.7,130,0.43,739,0.39,288,6.4,476,0.586,10.1,221.0,979,0.501,490,25.3,joseph-young-1,Exclude
2015,Joe Young,Oregon,43,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,21.3,135,0.1,1,6.1,pac-12,11.6,141.0,0.524,592,265,0.226,134,0.925,124,1322.0,1.7,19.0,51.0,745,1.8,41,0.431,255,0.35700000000000004,91,6.9,160,0.568,11.7,87.0,337,0.516,174,28.7,joseph-young-1,Exclude
2016,Joel Bolomboy,Weber State,52,F,10.26,2.86,3.17,37.5,40.5,11.36,5.15,9.0,10.25,79.5,81.0,103.5,224.4,85.75,5.4,93,4.6,178,1.2,,27.2,900.0,0.5479999999999999,931,492,0.6990000000000001,651,0.713,464,3743.0,14.4,412.0,304.0,1484,1.2,72,0.10400000000000001,97,0.371,36,21.3,1312,0.598,17.3,260.0,834,0.547,456,21.4,joel-bolomboy-1,Exclude
2016,Joel Bolomboy,Weber State,52,F,10.26,2.86,3.17,37.5,40.5,11.36,5.15,9.0,10.25,79.5,81.0,103.5,224.4,85.75,7.4,35,3.6,40,3.5,big-sky,31.3,306.0,0.602,337,193,0.677,228,0.6970000000000001,159,1041.0,13.1,109.0,73.0,565,1.3,23,0.163,55,0.364,20,23.0,415,0.634,14.9,78.0,282,0.613,173,26.1,joel-bolomboy-1,Exclude
2014,Joel Embiid,Kansas,3,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,11.5,38,11.7,72,14.9,,27.3,162.0,0.629,171,107,0.836,143,0.685,98,647.0,12.7,65.0,94.0,313,2.3,25,0.028999999999999998,5,0.2,1,20.5,227,0.655,21.6,66.0,166,0.639,106,23.4,joel-embiid-1,All-Star
2014,Joel Embiid,Kansas,3,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,11.5,38,11.7,72,14.9,big-12,27.3,162.0,0.629,171,107,0.836,143,0.685,98,647.0,12.7,65.0,94.0,313,2.3,25,0.028999999999999998,5,0.2,1,20.5,227,0.655,21.6,66.0,166,0.639,106,23.4,joel-embiid-1,All-Star
2000,Joel Przybilla,Minnesota,9,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,,91,,165,,,,,0.591,340,201,0.479,163,0.521,85,1351.0,,,150.0,487,,33,0.0,0,,0,,339,0.583,25.2,141.0,340,0.591,201,,joel-przybilla-1,Exclude
2000,Joel Przybilla,Minnesota,9,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,,50,,81,,big-ten,,,0.613,199,122,0.5579999999999999,111,0.495,55,638.0,,,61.0,299,,17,0.0,0,,0,,176,0.594,23.4,77.0,199,0.613,122,,joel-przybilla-1,Exclude
2000,Joel Przybilla,Minnesota,9,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,,50,,81,,big-ten,,,0.613,199,122,0.5579999999999999,111,0.495,55,638.0,,,61.0,299,,17,0.0,0,,0,,176,0.594,23.4,77.0,199,0.613,122,,joel-przybilla-1,Exclude
2000,Joel Przybilla,Minnesota,9,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,,50,,81,,big-ten,,,0.613,199,122,0.5579999999999999,111,0.495,55,638.0,,,61.0,299,,17,0.0,0,,0,,176,0.594,23.4,77.0,199,0.613,122,,joel-przybilla-1,Exclude
2008,Joey Dorsey,Memphis,33,F,11.84,3.1,3.2,27.5,33.0,19.0,9.0,8.95,9.59,78.25,79.25,107.0,265.0,85.75,3.0,81,5.9,264,,,,706.0,0.614,651,400,0.72,469,0.42,197,3231.0,,503.0,463.0,997,,160,0.0,0,,0,20.2,1209,0.5710000000000001,18.3,196.0,651,0.614,400,14.8,joey-dorsey-1,Role Player
2008,Joey Dorsey,Memphis,33,F,11.84,3.1,3.2,27.5,33.0,19.0,9.0,8.95,9.59,78.25,79.25,107.0,265.0,85.75,3.5,20,5.4,74,,cusa,,228.0,0.647,167,108,0.713,119,0.37799999999999995,45,958.0,,134.0,107.0,261,,41,0.0,0,,0,20.3,362,0.584,15.5,41.0,167,0.647,108,13.1,joey-dorsey-1,Role Player
2005,Joey Graham,Oklahoma State,16,F,10.62,3.1,3.05,30.0,36.0,26.0,7.79,8.95,9.59,77.25,78.5,104.0,216.6,80.0,13.5,210,0.4,33,,,,456.0,0.5589999999999999,1132,597,0.439,497,0.809,402,3337.0,,211.0,371.0,1667,,100,0.166,188,0.37799999999999995,71,12.8,667,0.609,16.9,279.0,944,0.557,526,27.7,joey-graham-1,Bust
2005,Joey Graham,Oklahoma State,16,F,10.62,3.1,3.05,30.0,36.0,26.0,7.79,8.95,9.59,77.25,78.5,104.0,216.6,80.0,13.5,67,0.4,5,,big-12,,151.0,0.563,380,201,0.466,177,0.887,157,1009.0,,53.0,102.0,585,,30,0.145,55,0.473,26,12.8,204,0.63,15.9,88.0,325,0.5379999999999999,175,27.7,joey-graham-1,Bust
2017,John Collins,Wake Forest,19,F,11.66,3.27,3.27,33.0,37.5,15.0,5.4,9.0,10.0,80.25,81.5,106.5,225.2,83.25,4.1,24,6.0,75,5.7,,22.6,270.0,0.601,524,315,0.599,314,0.7290000000000001,229,1324.0,15.2,176.0,180.0,859,1.3,30,0.002,1,0.0,0,18.9,446,0.638,11.9,91.0,523,0.602,315,27.8,john-collins-1,Exclude
2017,John Collins,Wake Forest,19,F,11.66,3.27,3.27,33.0,37.5,15.0,5.4,9.0,10.0,80.25,81.5,106.5,225.2,83.25,4.5,17,6.6,52,7.9,acc,25.6,200.0,0.622,376,234,0.585,220,0.745,164,878.0,16.4,124.0,98.0,632,1.3,21,0.003,1,0.0,0,21.1,324,0.6579999999999999,11.1,60.0,375,0.624,234,29.9,john-collins-1,Exclude
2012,John Henson,North Carolina,14,F,11.46,3.1,3.3,25.5,30.0,5.0,8.6,9.25,10.0,81.0,82.5,112.0,216.0,89.0,7.8,108,10.3,277,9.5,,24.4,617.0,0.5,955,475,0.365,349,0.484,169,2594.0,10.8,269.0,159.0,1124,1.5,69,0.025,24,0.20800000000000002,5,17.6,886,0.501,12.9,166.0,931,0.505,470,22.7,john-henson-1,Starter
2012,John Henson,North Carolina,14,F,11.46,3.1,3.3,25.5,30.0,5.0,8.6,9.25,10.0,81.0,82.5,112.0,216.0,89.0,8.0,44,9.6,101,9.6,acc,27.1,259.0,0.5,410,205,0.32899999999999996,135,0.511,69,1019.0,9.0,89.0,55.0,479,1.1,20,0.0,0,,0,17.9,348,0.505,8.7,45.0,410,0.5,205,23.1,john-henson-1,Starter
2012,John Jenkins,Vanderbilt,23,G,11.36,3.04,3.37,30.5,36.5,10.0,7.1,9.0,9.0,75.25,76.25,98.0,212.0,80.5,8.2,111,0.9,27,8.9,,8.4,224.0,0.607,1102,516,0.33899999999999997,374,0.856,320,2998.0,1.7,41.0,122.0,1658,1.3,67,0.634,699,0.43799999999999994,306,5.2,265,0.648,9.2,130.0,403,0.521,210,24.2,john-jenkins-1,Exclude
2012,John Jenkins,Vanderbilt,23,G,11.36,3.04,3.37,30.5,36.5,10.0,7.1,9.0,9.0,75.25,76.25,98.0,212.0,80.5,8.4,42,1.0,11,9.7,sec,9.1,85.0,0.62,458,217,0.33399999999999996,153,0.8370000000000001,128,1177.0,1.7,16.0,42.0,696,1.5,29,0.6659999999999999,305,0.439,134,5.4,101,0.6559999999999999,9.4,55.0,153,0.542,83,26.2,john-jenkins-1,Exclude
2002,John Salmons,Miami (FL),26,F,11.35,3.1,3.25,30.5,34.5,12.0,7.79,8.95,9.59,77.5,80.81,104.0,207.0,82.25,36.1,433,1.3,81,,,,243.0,0.511,953,444,0.408,389,0.805,313,3814.0,,121.0,316.0,1287,,192,0.281,268,0.321,86,9.6,687,0.5660000000000001,22.0,321.0,685,0.523,358,21.8,john-salmons-1,Role Player
2002,John Salmons,Miami (FL),26,F,11.35,3.1,3.25,30.5,34.5,12.0,7.79,8.95,9.59,77.5,80.81,104.0,207.0,82.25,36.1,195,1.3,20,,big-east,,132.0,0.498,297,137,0.49200000000000005,146,0.8420000000000001,123,1077.0,,59.0,75.0,419,,57,0.239,71,0.31,22,9.6,191,0.5720000000000001,24.5,119.0,226,0.509,115,21.8,john-salmons-1,Role Player
2010,John Wall,Kentucky,1,G,10.84,3.04,3.14,30.0,39.0,8.78,5.6,8.25,9.5,74.75,76.0,101.5,195.6,81.25,34.8,241,1.5,19,,,10.1,129.0,0.503,438,202,0.53,232,0.754,175,1288.0,2.7,30.0,72.0,616,2.9,66,0.26,114,0.325,37,6.6,159,0.562,21.4,149.0,324,0.509,165,25.7,john-wall-1,Starter
2010,John Wall,Kentucky,1,G,10.84,3.04,3.14,30.0,39.0,8.78,5.6,8.25,9.5,74.75,76.0,101.5,195.6,81.25,34.8,241,1.5,19,,sec,10.1,129.0,0.503,438,202,0.53,232,0.754,175,1288.0,2.7,30.0,72.0,616,2.9,66,0.26,114,0.325,37,6.6,159,0.562,21.4,149.0,324,0.509,165,25.7,john-wall-1,Starter
2009,Jon Brockman,Washington,38,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,6.4,133,0.3,18,,,,796.0,0.534,1345,718,0.44799999999999995,603,0.612,369,3760.0,,487.0,370.0,1805,,111,0.001,1,0.0,0,18.1,1283,0.5529999999999999,14.2,271.0,1344,0.534,718,21.3,jon-brockman-1,Exclude
2009,Jon Brockman,Washington,38,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,39,,3,,pac-10,,247.0,0.526,361,190,0.546,197,0.64,126,1036.0,,144.0,102.0,506,,31,0.003,1,0.0,0,,391,0.557,12.5,65.0,360,0.528,190,,jon-brockman-1,Exclude
2011,Jon Leuer,Wisconsin,40,F,10.82,3.1,3.36,29.5,36.5,14.0,5.4,8.75,9.75,82.0,83.5,105.5,223.2,84.0,12.4,135,3.3,85,8.3,,21.6,395.0,0.529,1074,518,0.309,332,0.723,240,2810.0,6.3,156.0,199.0,1376,1.1,51,0.253,272,0.368,100,12.8,551,0.5589999999999999,10.3,142.0,802,0.521,418,28.4,jon-leuer-1,Role Player
2011,Jon Leuer,Wisconsin,40,F,10.82,3.1,3.36,29.5,36.5,14.0,5.4,8.75,9.75,82.0,83.5,105.5,223.2,84.0,12.8,56,3.1,30,8.3,big-ten,22.6,189.0,0.526,483,227,0.27699999999999997,134,0.843,113,1139.0,6.3,57.0,75.0,621,1.0,17,0.302,146,0.37,54,14.1,246,0.568,9.0,54.0,337,0.513,173,31.1,jon-leuer-1,Role Player
2017,Jonah Bolden,Red Star Belgrade (Serbia),36,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,7.8,33,4.2,27,5.4,,17.5,114.0,0.451,123,51,0.366,45,0.733,33,672.0,5.8,36.0,64.0,144,1.7,21,0.293,36,0.25,9,11.8,150,0.499,15.3,26.0,87,0.483,42,12.1,jonah-bolden-1,Exclude
2017,Jonah Bolden,Red Star Belgrade (Serbia),36,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,7.8,33,4.2,27,5.4,,17.5,114.0,0.451,123,51,0.366,45,0.733,33,672.0,5.8,36.0,64.0,144,1.7,21,0.293,36,0.25,9,11.8,150,0.499,15.3,26.0,87,0.483,42,12.1,jonah-bolden-1,Exclude
2017,Jonathan Isaac,Florida State,6,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,7.5,37,6.2,49,10.9,,25.1,195.0,0.568,256,130,0.461,118,0.78,92,839.0,7.7,56.0,70.0,383,2.4,37,0.348,89,0.348,31,16.7,251,0.614,13.3,48.0,167,0.593,99,20.3,jonathan-isaac-1,Exclude
2017,Jonathan Isaac,Florida State,6,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,7.5,37,6.2,49,10.9,acc,25.1,195.0,0.568,256,130,0.461,118,0.78,92,839.0,7.7,56.0,70.0,383,2.4,37,0.348,89,0.348,31,16.7,251,0.614,13.3,48.0,167,0.593,99,20.3,jonathan-isaac-1,Exclude
2009,Jonny Flynn,Syracuse,6,G,10.86,3.04,3.23,33.0,40.0,10.0,6.3,8.46,9.1,71.25,72.75,95.5,195.6,76.0,26.8,439,0.3,12,,,,154.0,0.516,892,410,0.41600000000000004,371,0.782,290,2661.0,,44.0,106.0,1211,,107,0.34,303,0.33299999999999996,101,4.1,198,0.5670000000000001,17.3,224.0,589,0.525,309,21.5,jonny-flynn-1,Exclude
2009,Jonny Flynn,Syracuse,6,G,10.86,3.04,3.23,33.0,40.0,10.0,6.3,8.46,9.1,71.25,72.75,95.5,195.6,76.0,,254,,6,,big-east,,82.0,0.507,476,219,0.48100000000000004,229,0.7859999999999999,180,1418.0,,22.0,55.0,663,,54,0.298,142,0.317,45,,104,0.5670000000000001,18.1,129.0,334,0.521,174,,jonny-flynn-1,Exclude
2014,Jordan Adams,California-Los Angeles,22,G,12.13,3.05,3.5,24.5,29.5,8.78,10.8,8.5,7.5,75.5,76.75,102.0,208.8,82.0,13.1,142,0.8,17,10.9,,12.6,231.0,0.529,798,373,0.429,342,0.8390000000000001,287,2081.0,5.0,88.0,147.0,1131,4.6,168,0.371,296,0.331,98,8.9,319,0.589,8.9,94.0,502,0.5479999999999999,275,25.3,jordan-adams-1,Exclude
2014,Jordan Adams,California-Los Angeles,22,G,12.13,3.05,3.5,24.5,29.5,8.78,10.8,8.5,7.5,75.5,76.75,102.0,208.8,82.0,14.7,84,0.6,5,12.0,pac-12,13.1,125.0,0.545,429,208,0.441,189,0.836,158,1082.0,7.5,67.0,78.0,626,5.0,95,0.34,146,0.35600000000000004,52,10.4,192,0.603,9.4,54.0,283,0.551,156,26.5,jordan-adams-1,Exclude
2017,Jordan Bell,Oregon,38,F,10.63,2.83,3.21,31.5,38.0,16.0,5.4,9.25,9.5,79.0,80.5,104.5,223.6,83.75,10.8,155,9.5,234,11.7,,21.0,495.0,0.612,566,345,0.33899999999999997,192,0.63,121,2591.0,10.5,224.0,241.0,814,2.5,111,0.027999999999999997,16,0.188,3,16.0,719,0.619,19.8,162.0,550,0.622,342,15.9,jordan-bell-1,Exclude
2017,Jordan Bell,Oregon,38,F,10.63,2.83,3.21,31.5,38.0,16.0,5.4,9.25,9.5,79.0,80.5,104.5,223.6,83.75,11.4,70,8.5,88,13.6,pac-12,22.4,230.0,0.6409999999999999,269,171,0.435,117,0.701,82,1124.0,12.2,112.0,68.0,427,2.5,49,0.052000000000000005,14,0.214,3,17.6,342,0.6579999999999999,18.8,75.0,255,0.659,168,18.0,jordan-bell-1,Exclude
2014,Jordan Clarkson,Missouri,46,G,10.76,2.98,3.28,33.0,38.5,8.78,4.3,8.25,9.0,75.25,77.0,98.0,186.3,80.0,20.5,249,1.0,26,3.0,,9.4,236.0,0.484,1075,473,0.45299999999999996,487,0.805,392,2952.0,3.2,74.0,211.0,1433,1.8,87,0.27399999999999997,295,0.322,95,6.4,310,0.5479999999999999,16.3,254.0,780,0.485,378,27.8,jordan-clarkson-1,Role Player
2014,Jordan Clarkson,Missouri,46,G,10.76,2.98,3.28,33.0,38.5,8.78,4.3,8.25,9.0,75.25,77.0,98.0,186.3,80.0,23.3,118,0.6,6,4.0,sec,9.3,106.0,0.48200000000000004,467,209,0.418,195,0.831,162,1228.0,2.9,28.0,76.0,612,1.9,38,0.244,114,0.281,32,6.4,134,0.547,14.3,93.0,353,0.501,177,27.9,jordan-clarkson-1,Role Player
2010,Jordan Crawford,Xavier,27,G,11.03,3.04,3.37,31.5,34.5,7.0,4.9,8.0,9.0,75.0,76.5,101.0,198.4,79.0,19.5,170,0.6,13,,,12.0,199.0,0.523,806,367,0.26899999999999996,217,0.765,166,1905.0,3.4,68.0,106.0,1009,2.4,75,0.35200000000000004,284,0.384,109,7.9,267,0.555,13.6,143.0,522,0.494,258,27.4,jordan-crawford-1,Role Player
