,year,player_id,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player
2608,2005,hendeal01,12.4,0.539,0.009,0.345,15.6,16.8,16.2,2.6,1.2,2.3,16.2,11.3,1.5,1.5,3.1,0.122,-1.1,-0.3,-1.4,0.2
2609,2005,hilarne01,15.6,0.551,0.005,0.549,9.2,19.2,14.2,10.3,1.9,2.7,16.4,19.4,1.2,2.1,3.2,0.118,-1.3,0.9,-0.3,0.6
2610,2005,hillgr01,20.0,0.565,0.013,0.336,3.7,11.4,7.6,17.1,2.1,0.9,12.1,24.8,4.7,1.9,6.6,0.136,2.3,0.2,2.5,2.7
2611,2005,hinriki01,15.3,0.495,0.364,0.193,1.3,10.8,6.1,31.5,2.3,0.6,12.6,22.3,2.5,4.7,7.2,0.124,0.9,1.6,2.5,3.2
2612,2005,hoibefr01,16.7,0.664,0.511,0.359,3.0,12.8,8.1,10.1,2.1,0.8,5.7,12.7,3.9,1.3,5.2,0.196,2.2,1.9,4.1,2.0
2613,2005,horryro01,14.9,0.533,0.368,0.291,7.6,14.8,11.2,9.2,2.6,3.1,14.0,16.4,1.4,3.1,4.6,0.157,0.2,2.8,3.0,1.8
2614,2005,houseed01,16.3,0.512,0.215,0.096,0.7,6.8,3.6,14.8,4.2,0.8,8.5,22.7,0.2,0.3,0.5,0.081,0.6,2.1,2.7,0.4
2615,2005,houseed01,14.3,0.471,0.353,0.0,0.0,8.7,4.3,20.2,2.6,0.0,0.0,18.9,0.1,0.0,0.1,0.104,1.3,0.3,1.6,0.0
2616,2005,houseed01,15.7,0.538,0.29,0.065,2.8,9.5,6.2,19.4,1.7,0.4,9.1,19.6,0.9,0.3,1.2,0.105,0.9,-0.8,0.1,0.3
2617,2005,houstal01,12.5,0.529,0.39,0.21,0.9,4.2,2.5,13.4,0.8,0.3,8.6,21.0,0.7,0.0,0.7,0.064,0.4,-2.3,-1.8,0.0
2618,2005,howardw01,17.2,0.571,0.003,0.61,12.2,22.2,17.3,4.4,1.5,3.6,16.1,16.7,3.8,3.5,7.3,0.131,0.1,-0.1,0.0,1.4
2619,2005,howarjo01,15.8,0.535,0.145,0.293,7.9,14.1,11.1,7.2,2.5,1.5,12.0,18.6,3.0,3.4,6.4,0.126,0.3,0.8,1.2,2.0
2620,2005,howarju01,13.0,0.494,0.002,0.213,9.3,15.4,12.4,10.2,1.1,0.2,11.8,19.5,1.0,2.2,3.2,0.094,-1.6,-0.5,-2.1,0.0
2621,2005,hudsotr01,12.1,0.491,0.389,0.136,1.3,5.4,3.5,26.5,0.8,0.2,13.8,21.9,0.7,0.6,1.3,0.036,-0.1,-2.3,-2.4,-0.2
2622,2005,hughela01,21.6,0.523,0.192,0.417,3.4,15.2,9.1,21.9,3.8,0.6,10.6,26.6,4.6,3.1,7.7,0.157,2.4,1.9,4.3,3.7
2623,2005,humphry01,10.2,0.428,0.019,0.359,19.0,13.9,16.5,3.3,1.7,0.2,16.2,21.2,-0.3,0.4,0.1,0.013,-3.9,-2.3,-6.2,-0.3
2624,2005,humphkr01,9.5,0.419,0.021,0.352,10.1,18.1,14.0,8.5,1.6,1.7,13.6,20.2,-1.0,0.7,-0.3,-0.019,-3.3,-1.4,-4.6,-0.6
2625,2005,huntebr01,12.2,0.527,0.0,0.534,12.7,21.7,17.3,2.2,0.9,2.2,19.6,21.9,-0.1,0.2,0.2,0.036,-4.1,-1.9,-6.0,-0.2
2626,2005,hunteli01,9.6,0.435,0.278,0.192,3.9,8.6,6.3,18.3,3.3,0.9,17.2,16.2,-0.6,2.0,1.4,0.058,-3.8,2.6,-1.2,0.2
2627,2005,huntest01,14.7,0.596,0.005,0.741,10.5,12.6,11.6,1.7,0.2,6.4,13.1,14.0,1.7,1.0,2.6,0.121,-1.6,0.7,-0.9,0.3
2628,2005,iguodan01,13.5,0.58,0.26,0.385,3.7,15.9,9.7,14.3,2.6,1.4,17.9,12.8,2.7,4.0,6.6,0.118,-0.7,2.1,1.4,2.3
2629,2005,ilgauzy01,19.5,0.55,0.007,0.514,13.2,17.2,15.2,6.6,1.1,4.7,13.7,24.1,4.8,3.3,8.1,0.149,0.3,-0.5,-0.2,1.2
2630,2005,mbengdj01,3.8,0.476,0.0,0.286,5.9,9.4,7.7,0.0,0.0,6.4,24.1,16.0,-0.1,0.1,0.0,-0.029,-9.2,-0.4,-9.6,-0.1
2631,2005,iversal01,23.2,0.532,0.186,0.432,1.8,8.9,5.3,37.6,2.9,0.2,13.7,35.0,5.3,3.7,9.0,0.136,4.2,0.0,4.2,5.0
2632,2005,iveyro01,8.9,0.484,0.045,0.338,2.6,9.9,6.0,20.0,2.5,0.7,20.3,15.8,-0.2,0.4,0.2,0.009,-5.4,-0.1,-5.5,-0.7
2633,2005,jacksbo01,18.0,0.537,0.376,0.227,4.8,12.9,8.9,18.2,1.3,0.3,9.1,25.6,1.1,0.3,1.4,0.126,2.2,-1.0,1.3,0.5
2634,2005,jacksje01,8.0,0.542,0.061,0.394,1.5,10.3,5.9,15.5,1.6,0.3,20.5,9.7,0.1,0.1,0.2,0.046,-4.0,0.7,-3.3,-0.1
2635,2005,jacksji01,10.5,0.538,0.519,0.117,1.2,12.1,6.8,14.5,1.3,0.1,15.8,16.8,0.3,1.2,1.5,0.075,-0.5,0.6,0.1,0.5
2636,2005,jacksji01,11.4,0.568,0.495,0.084,2.6,13.4,8.3,13.6,0.6,0.3,16.0,16.2,1.1,0.6,1.6,0.079,-0.3,-0.9,-1.2,0.2
2637,2005,jackslu02,16.3,0.489,0.222,0.222,5.4,11.2,8.2,13.4,0.0,0.0,6.3,33.3,0.1,0.0,0.1,0.085,4.0,-3.5,0.5,0.0
2638,2005,jacksma02,15.9,0.548,0.003,0.477,10.4,12.8,11.6,7.2,0.8,0.7,12.9,22.7,2.9,1.7,4.6,0.111,-0.1,-1.7,-1.8,0.1
2639,2005,jacksst02,15.9,0.518,0.349,0.28,3.0,13.4,8.3,13.5,2.0,0.6,11.8,27.7,1.0,2.1,3.1,0.082,0.9,-0.6,0.3,1.1
2640,2005,jacobca01,8.4,0.575,0.567,0.395,2.5,6.6,4.7,6.3,0.7,0.1,12.8,12.0,0.9,0.2,1.1,0.067,-1.3,-0.5,-1.9,0.0
2641,2005,jacobca01,11.7,0.543,0.351,0.518,2.0,9.8,5.7,12.6,1.2,0.5,12.5,15.9,1.1,0.5,1.6,0.074,-0.7,-0.6,-1.4,0.2
2642,2005,jamesje01,10.0,0.533,0.006,0.19,7.5,14.7,11.1,2.4,0.9,6.5,19.2,15.9,0.0,1.3,1.2,0.044,-5.2,1.4,-3.8,-0.6
2643,2005,jamesle01,25.7,0.554,0.183,0.378,3.8,17.0,10.2,32.9,2.8,1.1,11.8,29.7,9.7,4.6,14.3,0.203,7.0,1.7,8.6,9.1
2644,2005,jamesmi01,16.0,0.535,0.33,0.196,2.3,10.0,6.1,27.6,1.8,0.3,13.8,22.6,1.5,0.5,2.0,0.084,1.8,-0.6,1.1,0.9
2645,2005,jamesmi01,17.4,0.533,0.368,0.189,2.1,12.2,7.2,21.1,2.0,0.2,7.6,23.2,1.2,1.0,2.2,0.155,1.8,0.8,2.7,0.8
2646,2005,jamisan01,16.9,0.506,0.175,0.249,6.7,16.1,11.2,10.7,1.1,0.5,8.2,24.1,3.8,1.7,5.4,0.1,1.5,-2.0,-0.5,1.0
2647,2005,jaricma01,13.9,0.5,0.33,0.179,1.5,9.9,5.8,29.7,2.7,0.8,16.6,16.5,1.1,1.7,2.8,0.08,0.3,0.7,1.0,1.3
2648,2005,jeffeal01,16.6,0.554,0.008,0.366,13.5,21.0,17.3,3.9,1.1,3.9,13.3,21.2,1.3,1.4,2.7,0.123,-1.7,-0.6,-2.3,-0.1
2649,2005,jefferi01,16.6,0.537,0.158,0.477,4.3,17.2,10.7,19.0,1.3,1.0,16.2,28.2,0.6,1.8,2.4,0.086,1.6,-0.1,1.5,1.2
2650,2005,jeffrja01,11.2,0.513,0.118,0.399,8.2,12.9,10.5,11.6,1.7,1.3,18.3,13.6,1.1,1.5,2.6,0.063,-1.5,-0.1,-1.6,0.2
2651,2005,jenkiho01,10.2,0.414,0.2,0.289,3.4,6.7,5.1,15.2,2.6,0.7,12.1,26.1,-0.1,0.2,0.0,0.006,-4.9,0.2,-4.7,-0.1
2652,2005,johnsbr01,0.4,0.273,0.182,0.0,7.0,6.7,6.9,7.6,0.6,0.0,12.0,13.8,-0.2,0.0,-0.2,-0.087,-8.6,-3.2,-11.8,-0.2
2653,2005,johnsan02,14.3,0.526,0.237,0.248,2.2,9.9,6.1,31.2,1.9,0.7,16.0,16.5,2.2,1.8,4.0,0.11,0.3,0.4,0.7,1.2
2654,2005,johnsde03,14.0,0.605,0.399,0.272,4.0,10.0,7.1,9.8,1.8,1.1,13.5,17.4,1.9,1.3,3.2,0.123,0.1,0.2,0.3,0.7
2655,2005,johnser02,8.3,0.562,0.019,0.463,12.5,18.7,15.7,2.1,0.9,2.3,21.7,9.4,0.3,0.5,0.8,0.091,-5.2,-0.2,-5.4,-0.4
2656,2005,johnsjo02,15.1,0.556,0.314,0.153,4.2,9.5,7.0,13.2,1.2,0.5,10.5,19.0,5.8,1.7,7.6,0.112,1.5,-0.6,0.9,2.4
2657,2005,johnsli01,-3.4,0.0,0.5,0.0,0.0,23.4,11.7,0.0,3.6,0.0,33.3,9.3,-0.1,0.0,0.0,-0.122,-10.8,0.9,-9.9,0.0
2658,2005,jonesda02,9.6,0.534,0.316,0.337,2.0,10.7,6.4,5.5,1.1,1.3,11.7,18.0,0.2,0.6,0.9,0.066,-3.0,-0.3,-3.4,-0.2
2659,2005,jonesda01,15.5,0.625,0.718,0.118,0.7,9.5,5.2,21.0,0.9,0.1,11.4,15.6,6.5,2.3,8.7,0.162,3.3,-0.3,3.0,3.2
2660,2005,jonesed02,13.6,0.556,0.466,0.263,1.6,14.5,8.3,11.5,1.6,1.0,9.8,16.6,4.2,3.8,8.0,0.135,0.1,1.1,1.2,2.3
2661,2005,jonesfr01,13.3,0.551,0.354,0.32,1.8,10.8,6.4,15.7,1.5,1.0,13.4,18.0,2.6,2.2,4.8,0.102,0.0,0.2,0.3,1.3
2662,2005,jonesja02,10.5,0.537,0.522,0.195,3.6,11.9,7.8,7.4,1.3,1.6,11.1,14.0,1.1,1.4,2.5,0.09,-0.6,0.5,-0.1,0.6
2663,2005,jonesju01,13.1,0.556,0.537,0.154,6.6,17.8,12.3,5.8,1.3,1.0,8.6,14.0,2.8,0.8,3.7,0.097,0.5,-0.9,-0.4,0.8
2664,2005,jonesma03,4.4,0.325,0.129,0.323,5.9,6.7,6.3,7.5,2.2,1.2,7.8,14.5,-0.2,0.1,-0.1,-0.033,-5.9,-1.0,-6.9,-0.1
2665,2005,kamanch01,13.1,0.522,0.002,0.244,10.2,20.5,15.6,7.7,0.9,3.1,17.3,18.8,0.2,1.9,2.1,0.061,-2.1,-0.3,-2.5,-0.2
2666,2005,kaponja01,11.8,0.486,0.289,0.127,2.3,10.7,6.3,7.3,1.4,0.3,6.1,22.4,0.6,0.7,1.3,0.043,-0.8,-1.6,-2.4,-0.2
2667,2005,kasunma01,12.0,0.505,0.01,0.439,16.6,23.6,20.1,3.5,1.1,2.6,18.2,17.5,0.1,0.4,0.6,0.076,-4.6,-1.2,-5.8,-0.3
2668,2005,khryavi01,9.0,0.474,0.089,0.339,6.4,17.0,11.9,7.6,2.0,2.4,18.8,15.4,-0.3,0.6,0.3,0.024,-4.9,0.4,-4.4,-0.3
2669,2005,kiddja01,19.5,0.506,0.419,0.225,4.6,19.8,12.1,40.6,2.7,0.3,15.1,21.3,3.1,4.2,7.2,0.143,3.3,1.4,4.6,4.1
2670,2005,kirilan01,24.4,0.599,0.183,0.617,8.0,15.7,11.7,17.4,2.7,8.5,14.4,21.3,3.5,2.0,5.5,0.197,5.5,3.7,9.2,3.8
2671,2005,kittlke01,10.0,0.446,0.288,0.137,0.5,14.9,7.9,13.4,1.8,0.9,8.3,16.1,0.0,0.2,0.2,0.04,-1.6,0.7,-0.9,0.1
2672,2005,knighbr02,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,46.5,0.0,0.0,0.0,15.7,0.0,0.0,0.0,-0.205,-4.1,-5.4,-9.4,0.0
2673,2005,knighbr01,18.0,0.495,0.034,0.334,1.2,9.3,5.0,49.3,3.5,0.2,17.9,18.7,2.6,1.9,4.5,0.11,0.7,1.0,1.8,1.8
2674,2005,korveky01,12.8,0.588,0.735,0.126,1.7,14.5,8.0,11.0,2.0,1.0,11.7,15.1,3.3,3.3,6.6,0.119,0.5,0.9,1.4,2.3
2675,2005,krstine01,13.4,0.547,0.004,0.447,9.7,14.9,12.3,7.1,0.9,2.6,14.1,19.0,1.9,2.5,4.4,0.108,-2.7,-0.5,-3.2,-0.6
2676,2005,kukocto01,12.8,0.523,0.453,0.238,3.3,13.9,8.5,22.3,1.9,0.9,18.5,14.4,0.8,0.7,1.5,0.066,0.2,0.4,0.6,0.7
2677,2005,kutluib01,-12.9,0.0,0.0,0.0,0.0,10.2,5.1,0.0,0.0,0.0,66.7,11.6,-0.1,0.0,-0.1,-0.348,-15.8,-4.6,-20.3,-0.1
2678,2005,laettch01,16.3,0.619,0.038,0.321,5.9,14.4,10.3,8.8,2.3,1.5,12.1,15.1,1.5,1.2,2.7,0.174,0.1,1.9,1.9,0.7
2679,2005,lafrera01,17.3,0.587,0.327,0.215,8.4,20.8,14.7,7.3,1.0,3.4,8.5,16.9,4.9,2.6,7.5,0.165,1.8,0.1,1.8,2.1
2680,2005,lampema01,5.0,0.405,0.061,0.245,8.5,19.7,14.4,1.2,0.4,1.1,15.6,23.6,-0.3,0.1,-0.2,-0.07,-7.7,-3.0,-10.7,-0.3
2681,2005,lampema01,8.3,0.406,0.012,0.12,6.5,19.9,12.9,6.9,0.8,1.5,7.4,16.8,-0.2,0.2,0.0,0.009,-4.5,-1.3,-5.9,-0.3
2682,2005,lenarvo01,15.1,0.491,0.462,0.308,0.0,12.7,6.4,19.0,1.0,0.0,6.3,26.0,0.0,0.0,0.1,0.082,1.2,-0.8,0.4,0.0
2683,2005,lewisra02,19.4,0.571,0.375,0.246,5.0,12.6,8.8,6.5,1.5,1.8,8.8,24.0,6.9,1.5,8.4,0.15,4.5,-0.8,3.7,3.9
2684,2005,livinra01,13.3,0.538,0.154,0.327,1.6,5.1,3.3,32.1,2.9,0.7,19.1,14.9,0.3,0.1,0.4,0.092,-0.7,0.4,-0.3,0.1
2685,2005,livinsh01,10.4,0.461,0.009,0.274,3.3,9.6,6.6,29.9,2.1,1.0,23.7,18.0,-0.6,0.7,0.1,0.008,-2.3,-0.2,-2.5,-0.1
2686,2005,lopezra01,12.9,0.538,0.333,0.244,1.6,7.9,4.7,39.3,2.3,0.5,23.9,17.5,0.4,0.3,0.7,0.066,-0.6,-0.8,-1.4,0.1
2687,2005,luety01,7.7,0.481,0.369,0.148,0.0,9.5,4.9,19.6,0.9,0.0,15.6,15.1,0.0,0.5,0.5,0.049,-3.1,0.3,-2.8,-0.1
2688,2005,luety01,16.2,0.555,0.207,0.276,1.0,7.6,4.2,29.8,0.9,0.0,12.0,19.9,3.4,-0.2,3.2,0.1,1.1,-2.8,-1.7,0.1
2689,2005,lynchge01,7.9,0.412,0.196,0.122,6.7,15.7,11.0,15.5,1.9,1.0,22.3,12.8,-0.9,0.9,0.0,0.0,-3.6,0.6,-3.0,-0.2
2690,2005,madsema01,6.9,0.526,0.0,0.606,12.5,11.8,12.2,4.2,0.6,1.7,22.3,8.3,0.4,0.4,0.8,0.065,-4.2,-0.2,-4.4,-0.4
2691,2005,maggeco01,19.9,0.574,0.17,0.666,3.6,15.5,9.7,16.6,1.5,0.2,13.3,27.9,6.0,2.2,8.1,0.16,3.0,-0.6,2.4,2.7
2692,2005,magloja01,12.9,0.48,0.0,0.542,12.8,22.1,17.3,7.6,0.6,2.6,17.3,22.5,-0.4,0.7,0.3,0.019,-2.9,-1.5,-4.4,-0.4
2693,2005,marbust01,21.9,0.575,0.248,0.42,1.8,7.1,4.4,36.0,2.0,0.1,13.1,24.8,10.4,1.3,11.7,0.171,4.9,-0.7,4.2,5.1
2694,2005,mariosh01,21.7,0.556,0.265,0.213,8.4,22.0,15.5,7.5,2.6,2.5,8.1,21.3,7.3,5.2,12.5,0.191,3.1,1.3,4.4,5.1
2695,2005,marksse01,8.7,0.412,0.038,0.35,8.6,18.2,13.4,5.2,0.7,3.3,13.2,20.3,-0.3,0.5,0.2,0.038,-5.9,-0.1,-6.0,-0.2
2696,2005,marshdo01,19.9,0.591,0.613,0.154,6.4,23.3,14.7,8.4,1.8,2.0,6.2,18.7,4.1,1.9,6.0,0.176,4.6,0.2,4.8,2.8
2697,2005,martida01,7.2,0.392,0.36,0.16,2.0,4.3,3.2,22.8,1.7,0.0,10.1,14.5,0.0,0.1,0.1,0.015,-3.6,0.0,-3.6,-0.1
2698,2005,martike01,17.5,0.521,0.013,0.34,7.4,18.4,13.0,13.0,2.3,2.6,12.5,23.4,1.7,3.6,5.3,0.111,0.1,1.0,1.1,1.8
2699,2005,martike02,8.7,0.464,0.214,0.47,7.1,7.1,7.1,6.8,1.8,0.5,14.5,16.1,-0.1,0.2,0.1,0.016,-3.1,-1.1,-4.2,-0.2
2700,2005,masonde01,14.8,0.526,0.007,0.486,3.4,9.3,6.3,12.8,1.1,0.7,11.1,23.2,3.6,0.7,4.3,0.071,-0.1,-1.5,-1.6,0.3
2701,2005,masseto01,8.5,0.467,0.0,0.346,9.0,18.3,13.6,3.2,1.4,2.1,16.0,16.6,-0.3,1.4,1.1,0.078,-6.0,0.7,-5.4,-0.6
2702,2005,mccarwa01,9.0,0.517,0.6,0.1,4.5,11.6,8.1,7.2,1.4,1.2,9.8,14.1,0.4,0.4,0.8,0.068,-1.7,-0.2,-2.0,0.0
2703,2005,mccarwa01,6.9,0.538,0.765,0.165,2.5,15.3,9.2,4.1,1.4,1.1,17.2,13.6,0.0,0.3,0.3,0.042,-3.3,-0.1,-3.4,-0.1
2704,2005,mccoyje01,6.2,0.493,0.0,0.385,8.8,19.5,13.9,0.0,1.8,7.0,28.3,10.8,-0.1,0.1,0.0,-0.001,-8.4,1.5,-6.9,-0.1
2705,2005,mcdyean01,17.2,0.542,0.002,0.321,11.6,19.7,15.7,7.3,1.4,2.2,12.0,20.3,2.5,3.3,5.7,0.154,-0.5,0.4,-0.1,0.9
2706,2005,mcgratr01,22.9,0.526,0.262,0.336,2.7,14.8,8.9,28.6,2.3,1.3,9.5,31.2,6.5,5.4,12.0,0.18,5.2,1.5,6.7,6.9
2707,2005,mcinnje01,12.4,0.495,0.289,0.175,1.4,5.7,3.5,24.1,1.1,0.0,10.6,18.8,3.0,1.1,4.1,0.074,-0.1,-1.7,-1.8,0.2
2708,2005,mckieaa01,8.4,0.51,0.437,0.113,2.0,15.5,8.7,13.4,2.2,1.2,17.2,7.1,0.5,1.5,2.0,0.085,-3.0,2.4,-0.6,0.4
2709,2005,mcleoke01,10.4,0.44,0.176,0.358,1.7,8.6,5.1,27.9,2.5,0.7,17.3,19.0,-0.5,0.8,0.3,0.009,-2.3,-0.4,-2.6,-0.2
2710,2005,medvest01,11.9,0.49,0.006,0.179,8.3,12.7,10.5,5.4,1.1,0.3,7.2,19.4,0.4,0.1,0.5,0.053,-2.7,-2.4,-5.1,-0.3
2711,2005,mercero01,9.4,0.422,0.019,0.063,2.7,9.7,6.2,9.8,2.2,0.4,7.9,21.2,-0.5,0.5,-0.1,-0.007,-3.8,-0.3,-4.0,-0.2
2712,2005,mihmch01,15.7,0.552,0.004,0.467,12.0,18.3,15.1,4.6,0.4,4.2,14.2,18.8,2.5,1.0,3.6,0.092,-1.3,-1.1,-2.4,-0.2
2713,2005,milesda01,15.5,0.511,0.033,0.308,5.0,14.9,10.2,14.2,2.4,3.3,16.6,25.7,-0.7,2.0,1.3,0.036,-1.5,0.8,-0.6,0.6
2714,2005,milicda01,4.7,0.387,0.0,0.316,1.4,18.3,9.9,4.5,0.4,5.1,15.6,19.0,-0.6,0.4,-0.2,-0.031,-9.0,1.1,-7.9,-0.4
2715,2005,millean02,16.5,0.541,0.044,0.337,4.1,9.6,6.8,32.2,2.2,0.2,17.6,19.5,4.1,2.9,7.0,0.119,0.8,0.1,0.8,2.0
2716,2005,millean01,16.9,0.667,0.0,0.0,0.0,13.6,6.5,21.4,5.8,0.0,25.0,19.9,0.0,0.0,0.0,0.091,-3.3,5.6,2.3,0.0
2717,2005,millebr01,20.7,0.596,0.031,0.471,7.4,20.4,13.9,16.1,1.7,2.3,10.0,17.4,6.3,2.3,8.6,0.198,2.7,1.4,4.0,3.1
2718,2005,millemi01,16.7,0.614,0.422,0.196,1.9,13.8,7.9,17.8,1.3,0.8,13.2,19.8,4.5,2.6,7.0,0.148,2.4,0.4,2.9,2.8
2719,2005,millere01,16.6,0.582,0.414,0.373,1.0,7.7,4.4,13.3,1.3,0.2,8.4,20.8,5.1,1.5,6.6,0.151,2.2,-0.3,1.8,2.0
2720,2005,mingya01,23.2,0.614,0.0,0.51,10.2,21.4,15.9,5.0,0.8,5.1,14.1,26.8,6.0,4.7,10.7,0.21,1.5,1.0,2.4,2.8
2721,2005,moblecu01,15.3,0.565,0.422,0.233,1.7,7.9,4.9,9.7,1.6,0.9,11.2,22.1,1.1,0.4,1.5,0.101,1.8,-0.9,0.9,0.5
2722,2005,moblecu01,14.9,0.55,0.341,0.214,2.3,8.9,5.6,13.8,1.6,0.9,11.7,21.1,2.1,0.8,2.9,0.084,0.8,-1.4,-0.5,0.6
2723,2005,mohamna01,17.0,0.55,0.002,0.372,13.0,21.0,17.0,2.9,1.8,2.7,13.1,18.5,2.1,1.7,3.8,0.12,-0.3,-0.7,-0.9,0.4
2724,2005,mohamna01,14.2,0.426,0.0,0.394,22.0,19.5,20.8,3.2,0.7,5.8,13.9,21.8,-0.1,0.9,0.8,0.095,-3.9,-0.8,-4.7,-0.3
2725,2005,moisoje01,9.5,0.54,0.111,1.0,9.7,28.4,18.9,0.0,1.5,3.1,31.6,12.6,0.0,0.1,0.1,0.039,-4.2,-0.3,-4.5,0.0
2726,2005,moisoje01,17.0,0.694,0.0,1.0,14.8,20.3,17.5,0.0,0.0,3.4,14.8,13.2,0.1,0.0,0.1,0.174,1.5,-0.8,0.8,0.0
2727,2005,moisoje01,15.3,0.6,0.0,0.0,4.3,26.8,15.3,5.8,2.0,5.5,0.0,8.4,0.0,0.1,0.1,0.181,-1.6,3.0,1.4,0.0
2728,2005,mooremi01,12.7,0.571,0.017,0.474,10.2,14.7,12.5,6.6,0.9,2.1,15.4,16.1,1.6,1.0,2.6,0.106,-1.8,-0.6,-2.4,-0.1
2729,2005,mournal01,13.5,0.498,0.0,0.573,8.0,25.6,16.7,5.6,0.6,7.4,19.3,23.9,-0.6,0.9,0.3,0.03,-3.2,1.5,-1.7,0.0
2730,2005,mournal01,18.9,0.551,0.0,0.887,10.9,22.4,16.9,2.5,0.6,9.9,12.2,18.7,0.3,0.5,0.9,0.173,-0.5,3.2,2.7,0.3
2731,2005,murphtr01,16.8,0.495,0.156,0.337,11.0,24.2,17.3,6.9,1.1,1.0,9.0,22.2,2.6,2.7,5.3,0.107,0.4,-1.7,-1.2,0.5
2732,2005,murrala01,13.7,0.537,0.339,0.258,5.3,15.1,10.1,8.5,1.8,1.3,13.5,19.9,0.5,0.7,1.3,0.067,0.1,-0.1,0.0,0.5
2733,2005,murraro01,9.9,0.433,0.262,0.22,2.1,11.5,6.8,12.7,1.9,1.0,12.5,23.8,-0.8,0.5,-0.3,-0.016,-2.7,-1.4,-4.1,-0.5
2734,2005,mutomdi01,16.4,0.575,0.0,0.659,14.8,25.9,20.5,1.3,0.7,6.5,15.4,12.9,2.0,2.7,4.7,0.186,-0.8,1.7,0.9,0.9
2735,2005,ndiayma02,10.6,0.433,0.05,0.35,15.5,14.6,15.0,2.2,0.7,5.2,0.0,14.8,0.1,0.1,0.2,0.115,-4.0,-0.5,-4.5,0.0
2736,2005,nachbbo01,6.1,0.507,0.488,0.279,2.3,14.5,8.6,6.9,0.3,0.0,9.4,12.3,0.1,0.2,0.3,0.08,-3.0,0.4,-2.6,0.0
2737,2005,nachbbo01,10.9,0.537,0.476,0.285,2.0,14.3,7.9,10.3,1.3,1.1,14.1,19.7,0.5,0.9,1.4,0.057,-1.7,-0.5,-2.2,0.0
2738,2005,nailole01,14.5,0.511,0.002,0.19,7.2,10.4,8.7,11.3,1.0,0.6,10.5,24.2,1.3,0.9,2.2,0.053,0.1,-1.4,-1.3,0.4
2739,2005,najered01,9.9,0.456,0.087,0.262,9.0,12.1,10.5,9.4,1.5,1.2,14.3,16.2,0.0,0.5,0.4,0.034,-2.9,-0.5,-3.4,-0.2
2740,2005,najered01,12.5,0.526,0.04,0.307,9.9,15.1,12.5,7.6,2.1,1.8,14.6,15.5,0.4,0.8,1.2,0.099,-2.6,0.1,-2.5,-0.1
2741,2005,nashst01,22.0,0.606,0.254,0.278,2.5,7.6,5.2,49.2,1.4,0.2,20.3,20.5,9.7,1.2,10.9,0.203,5.5,-0.8,4.7,4.4
2742,2005,nelsoja01,14.5,0.51,0.225,0.17,3.7,9.7,6.7,24.8,2.5,0.1,14.8,21.4,1.2,1.3,2.5,0.074,-0.7,-0.1,-0.8,0.5
2743,2005,nestera01,12.0,0.463,0.0,0.07,12.0,18.0,15.0,6.3,0.9,4.7,14.1,13.5,0.5,3.8,4.2,0.114,-2.7,1.9,-0.7,0.6
2744,2005,newblir01,8.6,0.482,0.125,0.163,4.9,9.4,7.1,7.6,1.5,0.7,11.8,12.7,0.6,1.3,1.9,0.05,-2.5,-0.3,-2.9,-0.4
2745,2005,nocioan01,10.1,0.484,0.161,0.369,4.1,18.6,11.4,10.9,1.0,1.3,16.2,19.7,-0.9,3.3,2.5,0.062,-3.2,1.1,-2.0,0.0
2746,2005,norrimo01,6.8,0.399,0.129,0.237,3.3,12.2,7.7,16.3,2.8,0.5,19.6,18.2,-0.6,0.3,-0.3,-0.043,-6.1,0.6,-5.5,-0.3
2747,2005,norrimo01,0.6,0.237,0.0,0.125,3.1,8.7,6.0,20.0,1.4,0.0,10.6,22.8,-0.2,0.0,-0.1,-0.168,-10.8,-5.0,-15.8,-0.1
2748,2005,nowitdi01,26.1,0.578,0.158,0.49,3.6,24.0,14.0,14.3,1.7,2.9,9.1,28.7,10.3,5.2,15.6,0.248,5.8,1.5,7.3,7.1
2749,2005,onealje01,22.9,0.52,0.007,0.458,6.7,23.3,15.1,12.8,0.9,4.4,11.3,36.2,1.3,2.5,3.8,0.118,1.5,0.2,1.8,1.5
2750,2005,onealsh01,27.0,0.583,0.0,0.699,12.4,22.8,17.8,15.7,0.8,5.0,12.4,30.5,6.4,4.6,11.0,0.211,4.1,1.2,5.3,4.6
2751,2005,odomla01,17.3,0.539,0.151,0.385,6.6,25.0,15.9,17.9,1.0,2.1,15.1,20.8,3.0,1.8,4.7,0.098,1.0,0.4,1.4,2.0
2752,2005,okafoem01,16.3,0.479,0.001,0.342,11.5,24.1,17.5,4.3,1.2,3.6,9.8,21.8,0.9,3.1,4.0,0.074,-0.7,-1.3,-2.0,0.0
2753,2005,okurme01,18.9,0.569,0.083,0.512,10.2,23.4,16.6,12.8,0.8,2.5,13.2,21.3,5.3,1.8,7.0,0.147,2.4,-0.5,2.0,2.3
